,title,links,artist,song_lyric
10,My Fault (pizza Mix),https://lyrics.az/eminem/mtv-celebrity-d**hmatch/my-fault-pizza-mix.html,eminem,"* eminem does the voices of all characters in the song *
[g] eminem as susan (the girl)
[d] eminem as dave
[j] eminem as john
[r] eminem as ron
Chorus: repeat 2x
I never meant to give you mushrooms girl
I never meant to bring you to my world
Now you sitting in the corner crying
And now it's my fault my fault
[eminem]
I went to john's rave with ron and dave
And met a new wave blonde babe with half of her head shaved
A nurse aid who came to get laid and tied up
With first aid tape and raped on the first date
Susan -- an ex-manic depressive who just moved from houston
Who love booze and alternative music (whattup?)
Told me she was starvin, i said it wasn't a problem (nah!)
I got a coupon for this pizza with everything on it
We can double the mushrooms and minus the sausage
[g] i'm allergic to fungus
Come on sue, that's nonsense
Who's at the door??	pizza man!
Who ordered pizza? wasn't it yours? nuh uh
[g] if you got it with double mushrooms on it then i don't want it
Shutup susan i'll pick em off it
Oh hell, i might as well try it, i'll be alright
Susan you just swallowed the wrong slice!!
Chorus: 1st repeat em says ""i'm sorry!"" at the end
2nd repeat same as original chorus
""yo sue!""
[g] get away from me, i don't know you
Oh shoot, she's tripping..
[g] i need to go puke!! (bleahh!)
I wasn't tryin to turn this into somethin major
I just wanted to make you appreciate flavor
Susan, stop cryin, i don't hate ya
I'm sorry your father used to chase you and spank you with hangers
So what they locked you in the attic in your dad's house?
That ain't no reason to start wiggin and spaz out
She said,
[g] help me i think i'm havin a seisure!



I said, ""you're breaking out in hives, let go of the pizza!""
""would you put it down you're startin to scare me""
She said,
[g] i'm twenty-six years old and i'm not married
I don't even have any kids and i can't cook
(hello!) i'm over here sue, (hi) you're talkin to the plant, look!
We need to get to a hospital 'fore it's too late
Cause i never seen no-one eat as many shrooms as you ate
Chorus: 1st repeat em says ""whoops!"" after first line
And ""it was an accident!"" at the end
2nd repeat same as original chorus
Susan (wait!) where you goin? you better be careful
[g] leave me alone dad, i'm sick of gettin my hair pulled
I'm not your dad, quit tryin to swallow your tongue
Want some gum? put down the scissors, 'fore you do somethin dumb
I'll be right back just chill baby please?
I gotta go find dave he majored in allergies
""john, where's dave at before i bash you?""
[j] he's in the bathroom; i think he's takin a crap dude!
""dave! pull up your pants, we need an ambulance
There's a girl upstairs talkin to plants
Choppin her hair off, and there's only two days left
Of spring break, how long do these things take to wear off?""
[d] well it depends on how many pieces she ate
Just one, with double mushrooms by mistake
Now she's upstairs cryin out her eyeballs, breaking out in hives""
[d] she's gonna die dude
""i know and it's my fault!""
[d] my god!!!
Chorus: 1st repeat em says ""i'm sorry!"" after second line
And ""what do i do?"" at the end
2nd repeat same as original chorus
My god, i'm so sorry!
I'm so sorry! susan please wake up!
Please! please wake up!! what are you doing?!
You're not dead!! you're not dead!
I know you're not dead!
"
11,Despicable,https://lyrics.az/eminem/road-to-recovery/despicable.html,eminem,"[Eminem]
I come around like what goes around.
What goes up must come down.
Anyone who comes up must go down.
Might as well go for the gusto now.
Better not let up, better not let them breathe.
Last shot give it all you got.
Try to turn me down b**h get f**ed with the volume nob,
f** all you snobs.
Hoes I hope all you rot.
Two bottles of luburdom and a box of condoms is that all you brought?
And you wanna minaj a trois, you twots?
f** that I'd rather turn this club to a ballroom brawl.
Get as rowdy as Routhlisberger in a bathroom stall.
Like a leaf stuck in a vacuum ya'll ain't nothtin but a whole lot of s**in' goin' on in rap.
Yeah but I'm home.
Bad to the bone, back in the zone
Let him alone,
You don't wanna go eggin' him on.
It'll never be my chair that you're on.
Crown so tight that it cuts off circulation to the brain, no oxygen.
Otherwords there's no heir to the throne.
When I die so does hip hop.
Hitchco*k better sh** b**h a** gotgot a zip locked in a bag.
You f*gs ain't been able to fade me since Kid Rock had a high top.
Keep blogging while I'm mind boggling my zone, like I'm in the twilight dog get off my bone this is my mic doggone it I like hogging it.
Flow so wet I'ma take this beat tobogganin.
I'm water logging it, I'm sogging it.
Pull your verse out the beat and stomp on it.
Suplexin it on cement, like I'm on some straight outta compton sh**
Take this dick and chomp on it.



I'm so bad I can b**h slap a back handed compliment.
Jacka** eat a donkey dick.
The game I just about conquered, it like Donkey Kong
I'm bonkers b**h, I'm the king of this honkey sh**, I reign supreme in this honkey sh**.
No sense screaming and arguing.
Makes no difference whether a Benz or Bentley or a Beamers the car you in.
You think you ball, well I palm it.
I throw up bombs when I vomit.
Boy I throw down in the kitchen, might hit your mom with my omelet.
But you got egg on your face now watch me drop an atomic.
I should be strapped to the chest of a kamikaze.
b**h I'm as bat sh** as Ozzy, it's obvious, you can tell I go right off the bat.
No pun intended but come any closer I'll bite off your head.
Tryna give me the fingers kinda like giving a spider the web, I'm just gonna spin it and try to use it to my advantage.
I catch a fly in that b**h.
You think you fly, you just food.
I give as much of a flying f** as that superman dude.
Guess I just do what you can't do or make you look stupid and bamboozled, confused as usual, and you can get ripped she can open a can too
But you better hope you can handle the heat, or stay the f** outta hell's kitchen
I came to co*k block like a square f**ing male chicken.
Yeah, it's Shady s*ut, the rest can s** on a big one.
'Cause I'm despicable as daffy duck when I'm spitting.
(Haha recovery)
[End]"
12,I Remember,https://lyrics.az/eminem/sh**-on-you-artist-d12-single/i-remember.html,eminem,"Your mother, you f**in' f*got
La da da, da da da, da da
La da da, da da da, da da
La da da, da da da, da da
Aiyo, this next song is
Dedicated to the memory of Erik Shrody
Rest in peace, we ain't forget
About you, you f**in' h*mo
We still remember
There once was a man
Who liked to jump around
(Jump around)
But he got too old to jump up and down
(Up and down)
(So then what happened?)
So he put the mic down
And picked the guitar up
(Picked the guitar up)
(And then he what?)
Started singin' the blues
Like there's no tomorrow
(No tomorrow, come on)
Left his boys in the house of pain
(The house of pain)
It was the wisest decision he ever made
(Ever made)
But the dumbest thing he could ever do
(Could ever do)
Was try to buck a three-eighty
On those who act Shady
Tell me now, what you gonna do?
(Now what you gonna do?)
'Cause I remember all those years
How it was when you were here
I remember how it was
How it was when you were young
Yesterday was so long ago
(Long ago)
Kid Rock and Limp Bizkit
Came along now, don't nobody
Wanna hear your old a** sing no more
I remember back when you had
The Knack
(Had the knack)
And I remember when you had
Your first heart attack
(Heart attack)
I was right there laughin'
When I heard the news
(Heard the news)
I just wish the cardiac
Would'a murdered you
(Would'a murdered you)
Maybe Ice-T's right
You are a b**h
(You are a b**h)
You come around when you're broke
And you leave when you're rich
But the dumbest thing he could ever do
(Could ever do)
Was try to buck a three-eighty
On those who act Shady
Tell me now, what you gonna do?
(Now what you gonna do?)
'Cause I remember all those years
How it was when you were here
I remember how it was
How it was when you were young
Yesterday was so long ago
(Long ago)
Kid Rock and Limp Bizkit
Came along now, don't nobody
Wanna hear your old a** sing no more
Remember back in '94, like right before
Ms. Everlast was Whitey Ford
Before his heart attack had him on life support
When house of pain was out of fame
Like someone doused the flame
And they became destined to never jump around again



Or even further back, when I first had heard The Knack
And you were down with Syndicate
I went to get your sh**, man I was into it
But then you went and took your style and switched the sh**
Now you sound ridiculous you dick less piece of sh**,
How could you diss me, b**h?
I liked you, thought you was alright for a white dude
Remember Sway and Tech
When I came up and sat beside you
Started rhymin', then you left the room
And didn't say goodbye or nothin'?
Like you was mad that someone else was
White and tried to rhyme or somethin'
I'm sorry man, I wasn't tryin' to steal your light or nothin'
But you're a h*mos**ual, white rappin' Irish f*got
Man I wish I was Irish, I could be a f*got too
Then I'd be confused as you
And I wouldn't know what to do
What's up with you?
I never f**ed with you
Why would you f** with me?
Knowin' I could rap circles around you
What, are you as nuts as me?
Plus I can sing better than you
And I don't f**in' sing
And probably play guitar better
And I ain't never touched a string
But I ain't mad at you, I'd hate me too if I was you
I'm what you used to be, sh** you was me in '92
So every time I write a lyric, I'ma think of you
And maybe that will help me know
What it's like to sing the blues
'Cause I remember all those years
How it was when you were here
I remember how it was
How it was when you were young
Yesterday was so long ago
(Long ago)
Kid Rock and Limp Bizkit
Came along now, don't nobody
Wanna hear your old a** sing no more
'Cause I remember all those years
How it was when you were here
I remember how it was
How it was when you were young
Yesterday was so long ago
(Long ago)
Kid Rock and Limp Bizkit
Came along now, don't nobody
Wanna hear your old a** sing no more
You f**in' punk, p**y
You f**in' f*got, sissy, f**
And by the way, a three-eighty's a f**in' sissy gun
If you're gonna shoot somebody use a f**in' real gun
You little b**h
Next time say
My f**in' name in a song
Don't be subliminal about it
You wanna f**in' diss me
Diss me you f**in' f*got
You f**in' punk, p**y
You f**in' little b**h, f**in' c*nt"
13,2.0 Boys,https://lyrics.az/eminem/shady-2-0/2-0-boys.html,eminem,"[Royce da 5'9""]
Ryan's a homicidal misfit, I write the solution of biophysics
On the side of a cliff in some hieroglyphics
This my admission to having violent psychotic wit
Devour, polish it, politics
By the way I'm higher than the Eiffel Tower tip
I like writing, but I will stick this pencil in your a**
Before I write your sh**, pause, inhaling hella kush
Us and Yelawolf like a heavy foot gas pedal push
Felons, crooks, going door-to-door
Like we selling books, Dolly Parton style, melons mushed
Now my b**h a dancer, I'm about as sick as cancer
If you could swallow my style, you'd probably rip your pants up
If you could bottle my style and sell it to somebody
It probably will smell like cologne made out of bits of panther
They call me Anchorman, I hold down the ship
Leave you n***as floating in water, then go and drown a fish
f**, I'm f**ing heinous, I make you f**ing famous
Them lead showers is coming, f** is you saying?
[Eminem]
fu*k! It's f**ing raining, sh*t! There's lightning, b*tch!
It's thundering cause I'm cussing up a storm if you wondering, sh*t!
sh*t! You couldn't muster up enough thought
To take a dump during a brain fart, chump
If you want urine in your face, all you had to do was say
That you wish you would've just stayed pissed off in the first place
We came to monopolize the game, illuminati is here
Yeah, human oddities, at odds with us, your squad's gotta be
Cause we started out cold in a snowball, we froze
Soon as we rolled up on these hoes, all's we know
Is y'all lowered the bar like limbo, you know who you are
So quit f**ing the dog before we start calling YOU Bizarre
sh**, screw the pooch, y'all done raped a pitbull
Fell in love with the shih-tzu, this missile's directed directly at you
And this for these hoes who don't know me from a can of paint
You must be huffing, f** a ball sack
If the taints can't take you on a date, you mistake me for a gentleman
You 2000 and late, man, and Will I ain't, I'm the bad guy
Type of guy that will drag five girls up on stage
Pour ice in their pants, and the first one who pees gets a black eye
[Hook: Eminem]
Must be outta your mind, you think you f**ing with us
s** on these nuts, b**h, hang it up, this game is over
[Joell Ortiz]
Puffin' loosies, watching ""I Love Lucy"" with Gary Busey
Crazy, how the f** could you son me? I'm Shady
Will there ever come a day when they could slay me?
I don't know, fifth month, black and yellow insect, maybe
'Til then I k** the bad man trying to slay me
Everything you kick weak, your spit kung fughesi
All my homeboys, 2.0 Boys
Nickel, I just picked up a Phantom, look how it rolls, Royce
Even if I wanted to quit, I ain't got no choice
Verses keep coming, I should invoice my own voice
You should see the kind of a**es that my pole hoist
Hoes be like diamonds in your chain, man, so moiss
Bang bang, bang bang, House Gang, chainsaw
Here to k** you pussies, don't ask what we came for
I write until my right arm veins sore
Forearm feel like Thor's arm in a gang war
You hear that? Yaowa, you know who finna fall out
Definitively finish you, my fist take out that eyeball
Piranha mentality with a Jaws bite all night
Coming up, never saw light, but never lost sight
[Joe Budden]
Jets and movers, cesspoolers, meth abusers



You step to us, text Rugers to respect the shooters
My men think in sync, roll with the best crew
Move to the beat of the same drum without Lex Luger
Welcome to Nayhood, big in the 'jects, G
Cheated d**h multiple times without rigging the deck
So I'm well-prepped if you just want war
There will be blood everywhere, you be laying on the Louboutin floor
It's raw, you keeping acting like you don't know Mouse, n***a
And you going to need the best doctors, house n***a
Guard your j**els and avoid large tools
Cause after I spill you at the light, you be in a car pool
Keep your distance from idiots, cause the truth told
They food for thought's rotten, they gems are fool's gold
Need results from my actions, mistakes I'll exonerate
I'm Martin King staring at a picture of Obama's face
Talking funds, n***as ain't never seen stock
I don't need the key to the game, I pick a mean lock
[Hook]
[Crooked I]
Take off, you invited inside of the mind of
A psychotic rhymer, I'm kind of a (Dahmer)
I'm grinding up rappers are lining up jackers, I'm climbing up ladders
I buy enough clappers to retire you factors, fire at drama
You liars and actors, I'm the genuine article
But read me wrong, get my gun and split you to particles
(The gold hand) Tell me when and I'm there
Not only heir to the throne, but my chair is suspended in air
Stay fly like unlimited fare
You got us pegged wrong, my circle don't fit in with squares
I smell sh** and piss, know where it's coming from
You stepped on number two just to be number one
Now I'm a step on you, bring it to your yard
Bogart for arts, we go hard
You frauds just blow hard like broads, I coast guard the West
I'm Mozart, I compose dark sh** with no heart
[Yelawolf]
I got Jim Beam in the liver, getting head like clean clippers
With haters on my dick like a jeans zipper
When I throw up 16's like I drink liquor
You think you seen sick? Well, b**h, you ain't seen sicker
Than a cracker that will hop around in a hospital gown
Popping the trunk, my pump will stay co*king the round
I sh** logs and I piss river brown
Cause I drink creek water and spit the river Nile
And that's as close as I get to a pyramid
sh**, they think I'm Illuminati, so f**ing ignorant
Sick with a grin, here with this pen, so innocent
But when you win, they say you a sin, but in the end
They jump on the bandwagon and dance to the band playing
Skinny-a** pants sagging, it's only yourself you playing
Call me a clown, but you love what the clown's sanging
I'm a freak shows at the county carnival, then you paying
b**h, I'm on a trapeze with no legs in the dark
Yelling ""Go Shady!"" Driving slower than an old lady
In an old '89, no piece if you pay me
Give me peace sign on my grill, no Mercedes
I'm getting paid for these shows that I throw lately
Same shows a year ago would have broken most of you crazies
They call me crazy cause I made it
b**h, you crazy cause you quit, look at my clique lately
You ain't f**ing with Budden, you ain't got no choice with Royce
You don't want to see the Crooked I, well, listen to Ortiz voice
That dirt road hit the 8 Mile, the point oh boys
And if Marshall want me to clap, then, homie, I deploy game over
[Eminem]
Yo, I don't think they heard you, tell 'em again
[Yelawolf]
Game over!"
14,Regress,https://lyrics.az/eminem/still-shady/regress.html,eminem,LYRICS COMING SOON
15,Bump Heads,https://lyrics.az/eminem/straight-from-the-lab/bump-heads.html,eminem,"(feat. 50 Cent, G-Unit)
[50 Cent]
Yeah, Shady, Hahahaha
G G G G G G G G-Unit
[Eminem]
Here we go again
[50 Cent]
Does it make you mad when I switch my flow?
You can't understand how I get my dough
50 Cent I'm on fire cause Shady said so
I'm on fire
Everybody's in a rush try to get the throne
I just get on the track and try to set the tone
I ain't tryna use nobody as a steppin stone
But don't compare me
I'm better off jus' left alone
And I ain't even tryna go there wit record sales
I'm just tryna keep it humble and respect myself
Say what up, keep steppin, and just rep D-12
Keep my nose clean, stay away from weapons, jail
And livin wreckless
But if you go check my belt
You may see something else I used to protect myself
A vest, to stop a Rueger and deflect the shells
And send 'em back at you faster than they left the barrel
And I don't even carry guns no more, I don't got to
Got undercover cops that'll legally pop you
And I done seen a lot of people cross the line
But this motherf**er Ja musta lost his mind
That X, got him thinkin' he was DMX
Then he switched to 'Pac now he's tryna be him next
So which one are you? X, Luther, Pac or Michael
Juss keep singin' the same song, recycled
We'd all much rather get along and fight you
Me and Hailie danced to your songs we liked you
And you don't really wanna step inside no mic booth
C'mon now, you know the white boy'll bite you
I hurt your pride dawg and you know I don't like to
But I will if I have to, with syllable after syllable I just slap you
k**in' you fasta than you poppin' pill afta little pill of them tabs of that sh** you on
But if you want it you got it you'd bump this sh** too, if we ain't diss you on it
But if we lock horns we can charge harder than Busta
We bump heads wit any motherf**er that wants to
So whats the, deal where was all the tough talk?
When I walked up to you like, Ja what up dawg?
How come you didn't say you had a problem then?
When you was standin' there wit all your men, we coulda solved this then
I'ma grown man dawg come holla
All you did was slap hands, smile and swallow,
another one of them little X pills in front of me
And tell me 50 Cent was everything you wanna be come on
[50 Cent]
[Chorus]
I know you don't want it with me 



You know you don't want it with me
You, talk an' you soon will see
You don't wanna bump heads with me
I know you don't want it with me
You, talk an' you soon you will see
You know you don't want it with me
[Tony Yayo]
You couldn't son me if my father helped you
My punchlines is hot, my bars'll melt you
Ja you Stuart Little, shells'll lift you
Every other week I'm buyin a new pistol
I clap at your a** with this chrome 38
And put six thru your hats of seven 3/8
Irv you ain't Suge Knight, you should shook night
I put my knife in ya wind pipe and freeze ya on the turnpike
You know and I know who took ya chain
You got robbed two times so ya a** is lame
I'm down to die for this sh** all I need is bail
You betta stick to tha movies with Steven Seigel, b**h
[50 Cent]
[Chorus]
I know you don't want it with me
You know you don't want it with me
You, talk an' you soon will see
You don't wanna bump heads with me
I know you don't want it with me
You, talk an' you soon you will see
You know you don't want it with me
[Lloyd Banks]
f** that I'm miles away
And these industry n***as startin' to get outta hand
I'ma find your whereabouts by stompin' 'em out ya man
Tellin' New York, even in Compton they understand
I'm on the block where you was raised doin' chocolate out tha game an'...
They see me more pop a boy for icey cuz I could
Shootin' guns for money you probably forgot your way around the hood
b**h when you paranoid it's hard to make a song
Now you want it wit' us, half your artists got to make a point
Every magazine I own your on your knees takin' prayer picture
And you ain't even got shot yet, you scared b**hes
You don't know nuttin' about what pain is s**a
I'll put your a** to the ground like a train conductor, muh'f**er
[50 Cent]
[Chorus]
I know you don't want it with me
You know you don't want it with me
You, talk an' you soon will see
You don't wanna bump heads with me
I know you don't want it with me
You, talk an' you soon you will see
You know you don't want it with me
[Tony Yayo]
Yeah n***a yeah
Shady Aftermath G-Unit
f** you think they call us G Unit for
Cause we move units uhha
Don't think we ain't billin you for this motherf**ing studio time
A matter a fact keep call it a 50 we'll call it even
"
16,One Day At A Time (Em's Version),https://lyrics.az/eminem/tupac-resurrection/one-day-at-a-time-ems-version.html,eminem,"(2pac)
Sometimes its hard to wake up in the morning
Mind full of demons, I don't wanna hear them anymore
Got me heartbroken,fine, so many babies screaming
Cause they seeing destruction before they a see human being
So they start smoking weed, we'll never get our day
Until we learn to pray, keep our families in shape
Cause they all broke. and why do ghetto birds die
Before we learn to fly, some bodies else's child caught in guns
Smoking weed, can all make a change
So I'm told, but I haven't seen the change unfold
I keep hoping please, if you prefer to breathe
Communities in need of people that will lead
Keep your eyes open now, can only say I'll try
Until the day I die, I promise to be wise
With my heart open free, brings only misery
A way to tragedy, so I stay s**er free
Only a few chosen, rise (rise)
My ghetto queen, rise (rise)
Don't be afraid to try (try)
Too many of us died to the door to open wide
My brother be wise, stay focused on the prize
Though everybody dies
We can...
(Eminem)
Only learn to take, our anger and our hate
Control our mental state, settle down, and just set it straight
Maybe we can learn to take a second to pump the brakes
For we said it, regret it later, and let it escalate
Cause by then its too just late, theres so much we can take
Theres only so much someone can swallow and tolerate
To the point that he just breaks, snaps and thats all it takes
You'd think that we was learning from other rappers mistakes
But we ain't
Its plain to go against, with every artists, comes the image he portrays
And a picture that he paints
But in the midst of all this anger and this angst
Never once did you hear me say I'm a gangster and I ain't hear no complaints
But I know, that I will always continue to grow
As long as I lead and never follow no one else's shadow
There will never be another me
And that I can guarantee
Thats why the f** I remain s**er free to this day
The game will never be the same



No matter how much fame or success they attain
There will never be another me
And no matter what they do
There will never be another you
You can search but you'll never find
You can try to rewind time
But in your hearts and your minds
We will never die
We are forever alive
And we continue growing....
(Outlawz)
One day at a time
Don't be caught in the publicity and caught in the hype
Rappers are regular people minus money and light
Searching for fortune and fame, and super stardom
All the j**elry, all the cars, whose crew is the hardest
Now the hip-hop police, the villains is watching
And kids think beef is the only option
Outlaws born filthy, guilty as charged
My memories of him die, but makaveli lives on
You think the industry is fun
And no pity with guns
And when your money is up
Thats when your enemies come
So if he died and came back
Would he try to save rap?
We needing a change, the drama remains
I spent my whole life, fighting myself
That I can't win so I'm inviting some help
And every now and then I take rights from left
Im still just like a kid, looking for stripes on my belt
And that there is a fight in itself
So I just pray and hope god
Take a like to myself
No matter how much I try (stay alive)
I'm gunna die mad, still standing there in love with my pride
Heard frivolous beats, we past that
I'm trying to keep some income coming in
And collect on my a** cap
The rappers in the game ain't changed
And I finally realized that we not in the same game
The hating will never end, so I guess I'll deal wit it
Them 4-5 with cop k**ers, just some steel wit it
The streets is military, you gotta be a soldier
Gotta stay leery and keep your eyes on the rollers
As they do what they gotta do to shackle and hold us
So we gotta do what we gotta do to keep rolling
One way at a time, keep the faith in your mind
And we continue growin...
(2Pac)
...One day at a time. Damn!"
17,The Warning,https://lyrics.az/eminem/unreleased-artist-eminem/the-warning.html,eminem,"Only reason I dissed you in the first place
Was because you denied seeing me
Now I'm pissed off
Sit back, homie, relax
In fact grab a six pack
Kick back while I kick facts
Yeah Dre, sick track
Perfect way to get back
Wanna hear something wick-wack?
I got the same exact tat
That's on Nick's back
I'm obsessed now
Oh gee, is that supposed to be me
In the video with the goatee?
Wow Mariah, didn't expect you to go balls out
b**h, shut the f** up before I put all them phone calls out
You made to my house when you was wild-n-out before Nick
When you was on my dick and give you somethin to smile about
How many times you fly to my house? Still trying to count
Better shut your lying mouth if you don't want Nick finding out
You probably think cuz it's been so long
If i had something on you I woulda did it by now
Oh on the contrary, Mary Poppins, I'm mixing our studio session
Down and sending it to mastering to make it loud
Enough dirt on you to murder you
This is what the f** I do
Mariah, it ever occur to you that I still have pictures?
However you prefer to do
And that goes for Nick too
f*ggot, you think I'm scared of you?
You gonna ruin my career, you better get one
Like I'mma sit and fight with you over some s*ut, b**h-c*nt
That made me put up with her psycho-a** over 6 months
And only spread her legs to let me hit once
Yeah, what you gonna say? I'm lucky?
Tell the public that I was so ugly
That you f**ing had to be drunk to f** me?
Second base? What the f** you tell Nick, punk?
In the second week we were dry humping
That's gotta count for something
Listen girly, surely you don't want me to talk about
How I nutted early, 'cause I ejaculated prematurely
And bust all over your belly and you almost started hurling
And said I was gross, go get a towel you're stomachs curling?
Or maybe you do, but if I'm embarra**ing me
I'm embarra**ing you, and don't you dare say it isn't true
As long as the song's getting airplay, I'm dissing you



I'm a hair away from getting carried away and getting sued
I was gonna stop at 16, that was 32
This is 34 bars, we ain't even a third of the way through
Damn Slim, Mariah played you. Mariah who?
Oh, did I say ""who*e"", Nick? I meant a liar too
Like I've been goin' off on you all this time for no reason
Girl you out ya alcholic mind
Check ya wine cellar, look at the amounts of all the wine
Like I f**in' sit around and think about you all the time
I just think this sh** is funny when I pounce you on a rhyme
But f** it now I'm bout to draw the line
And for you to cross it that's a mountain that I doubt you wanna climb
I can describe areas of your house you wouldn't find
On an episode of Cribs, a blow below the ribs
If I hear another word so don't go opening your jibs
'Cause every time you do it's like an over load of fibs
I ain't saying this sh** again, ho, you know what it is
It's a warning shot before I blow up your whole spot
Call my bluff and I'll release every f**ing thing I got
Including the voicemails right before you flipped your top
When me and Luis were trying to stick two CD's in the same slot
Slim Shady, Slim Shady, I love you
I love you too
Let me whisper sweet nothings into your ear, boo
Now what you say?
It's nothing
Yeah, so what I'll do
Is refresh your memory when you said, ""I want you""
Now should I keep going, or should we call truce?
You think you cute, right?
You bet your sweet a** I do
I'm Mary Poppins, B
And I'm Superman, mmm
Mary P., Slim Shady
Comin' at you
So if you'll still be my baby girl
Then I'll still be your superhero
Oh my, Em
Yeah, I'm right here
You like this
Nope, not anymore dear
It cuts like a knife when I tell you get a life
But I'm movin' on with mine
Nick, is that your wife?
Well tell her to shut her mouth, then I'll leave her alone
If she don't stick to the script, then I'mma just keep goin'
Damn
I see Mary Ann. Mary Ann's saying, ""Cut the tape, cut the tape""
Knife!"
18,Get Off My Nuts,https://lyrics.az/eminem/zone-3/get-off-my-nuts.html,eminem,"[Intro]
Ayo, what do you think about, two grown a** men, living together?
Haha, alright, what do you think about, another grown a** man
Living right upstairs from them?
Well, them two grown a** men living together on my nuts
And that's you right above them
Get the f** off them!
[Bridge X2]
Run that sh** back DJ Whoo Kid!
Run that sh** back one more time!
[Verse]
When I rhyme, somehow I think I must be subliminally throwing
Viagra at these f*gs that got these hard-ons for me
But I suppose anything goes when it comes to my flows



Nothing is off limits, except for Michael's nose
I didn't know, I'm so sorry, please tell me what I can do
To make it up to those of you who I offended
Ooh, I got it, I got an apology for Steve Harvey too
It's in my pocket, uh, wait, here it is: fu*k YOU!
Hey! What do you say, Andre? What's new?
Life is good, man I'm chilling, 50 how bout you?
Yayo's out of jail, Buck is out on bail, we'll get through, we always do
ODB, rest in peace, G-G-G-unit!"
19,Bane,https://lyrics.az/eminem/shady-xv/bane.html,eminem,"You can never Ow me
you can never loan me
got a feeling come here
Come here and show me
This is where the beat is
this is where its going
this is how i feel now
think its worth showing
You need not know
you need not know
you are damn gorgeous
georgeous as it goes
got your image in my mind
better start training
training to come get you
cause i am campaigning
wanna complete you
hold you by the hand
i will hold you up
till you cannot no more stand
trust me babe ill be there
the falling will begin



just dont stop listening
to me try to sing
I wont ask no more
dont think i need to
you are amazing
even without the tune
you just know what i like
what sends me crazy
the secreat is everything
everything on you baby
your my insperation
feel in the heart
got me here darling
all the way to the start
You can never Ow me
you can never loan me
got a feeling come here
Come here and show me
This is where the beat is
this is where its going
this is how i feel now
think its worth showing"
