lyrics,artist_name
Somethin' came up out of the sea,bob_dylan
I've stumbled on the side of twelve misty mountains,bob_dylan
I was pa**ing by yon cool crystal fountain,bob_dylan
How many seas must a white dove sail,bob_dylan
As majestic bells of bolts struck shadows in the sounds,bob_dylan
"I'd sure like to know, why she did go",bob_dylan
"I want to be with you, gal",bob_dylan
I thought that he was righteous but he's vain,bob_dylan
In the lonely night,bob_dylan
"Well, I'm sittin' on my watch so I can be on time",bob_dylan
"It's gettin' dark, too dark to see",bob_dylan
"I'm not the one you want, babe,",bob_dylan
I cried she was deaf.,bob_dylan
"Yes, I see you got your brand new leopard-skin pillbox hat",bob_dylan
"I've been hit too hard, seen too much",bob_dylan
You were trying to break into another world,bob_dylan
"Seven more days, all I gotta do is survive.",bob_dylan
"Hey, hey, babe, I got blood in my eyes for you",bob_dylan
Mark know what followed and what did betide,bob_dylan
All the way from new orleans,bob_dylan
The bells of the crown,bob_dylan
"Some of 'm goin' down, some of 'm gonna get k**ed.",bob_dylan
Comes right down the highway straight down the line,bob_dylan
Just remember that d**h is not the end,bob_dylan
He was shot down by a hungry kid trying to make a name for himself,bob_dylan
I live in another world where life and d**h are memorized,bob_dylan
"What is it that you're trying to achieve, girl ?",bob_dylan
Don't let her know,bob_dylan
"Hmm, but little they know",bob_dylan
"Don't wanna hurt nobody, don't wanna be hurt,",bob_dylan
Cursing the dead that can't answer him back,bob_dylan
"Go get me my pistol, babe",bob_dylan
Her pa**port shows another face,bob_dylan
Got all them buckets coming out of my ears,bob_dylan
Its all been ground down to mola**es,bob_dylan
Build me a boat that can carry two,bob_dylan
Never let it slip away.,bob_dylan
"The stage was set, the lights went out all around the old hotel",bob_dylan
"Don't be angry, don't be angry with me, should I cry",bob_dylan
I can't use it anymore,bob_dylan
In some lonesome shadow she might greet you,bob_dylan
"Simplify you, cla**ify you,",bob_dylan
stopping in for donuts & pinching the,bob_dylan
"There was little to say, there was no conversation",bob_dylan
If you'll only let your hair hang low.,bob_dylan
If you'll only let your hair hang low.,bob_dylan
Remember me to one who lives there,bob_dylan
When i was down,bob_dylan
"""There's too much confusion",bob_dylan
I'm just sitting here beating on my trumpet,bob_dylan
I yelled for Captain Arab,bob_dylan
"Who came running to the deck, said, ""Boys, forget the whale",bob_dylan
She's a junkyard angel and she always gives me bread,bob_dylan
"I courted her proudly, but now she is gone",bob_dylan
ain't bad,bob_dylan
Hollis Brown,bob_dylan
Fixin' ev'rybody's troubles,bob_dylan
I believe i'm fixing to die,bob_dylan
The fundamental things apply,bob_dylan
Some place so high above the wall,bob_dylan
Then I'd rather have nothing at all,bob_dylan
I'm singin' love's praises with sugar-coated rhyme,bob_dylan
She weighs more by the foot than she does by the inch.,bob_dylan
I'm goin' down south,bob_dylan
If you just let me follow you down,bob_dylan
Around you have grown,bob_dylan
"Pretty Polly, Pretty Polly, you guessed just about right",bob_dylan
Of red and gold,bob_dylan
I wanna stop at Carbondale and keep on going,bob_dylan
Ah'll do anything with you,bob_dylan
When did you leave heaven? How could they let you go?,bob_dylan
And if I had to wait for ten thousand years,bob_dylan
"Well, as we marched down to Fennerio'",bob_dylan
The happy crowds are mingling,bob_dylan
The whole world is my throne,bob_dylan
Swept through the land of the rich and the free,bob_dylan
I've walked and I've crawled on six crooked highways,bob_dylan
Someone hit me from behind,bob_dylan
Before she sleeps in the sand?,bob_dylan
Seeming to be the chimes of freedom flashing,bob_dylan
But I can't get close to her at all Though we kissed through the wild blazing nighttime,bob_dylan
If you wanna be with me,bob_dylan
"Oh, something's a-telling me i wear the ball and chain.",bob_dylan
In the shadows of a pale moonlight,bob_dylan
I'm singin' love's praises with sugar-coated rhyme,bob_dylan
Feels like I'm knockin' on Heaven's door Knock knock knockin' on Heaven's door,bob_dylan
I'm not the one you need.,bob_dylan
"And she worked on my face until breaking my eyes,",bob_dylan
"Well, you must tell me, baby",bob_dylan
Nothing can heal me now but your touch,bob_dylan
A world I never knew,bob_dylan
She been gone ever since I been a child,bob_dylan
"Hey, hey, babe, I got blood in my eyes for you",bob_dylan
For it bein' on Christmas mornin',bob_dylan
"To jerusalem.""",bob_dylan
Are being stolen by bandits,bob_dylan
"Ten thousand men dressed in oxford blue,",bob_dylan
Rips into your senses through your body and your mind,bob_dylan
And all that you held sacred,bob_dylan
The town's people wanted to crush that kid down and string him up by the neck.,bob_dylan
Where the earth is strung with lover's pearls and all I see are dark eyes.,bob_dylan
Do you think we can talk about it some more ?,bob_dylan
Don't let her know that you love her,bob_dylan
"Hmm, it's so hard to find",bob_dylan
Don't wanna treat nobody like they was dirt.,bob_dylan
I'm sure that he has no intentions,bob_dylan
"Honey, I can't tell right from wrong.",bob_dylan
From another time and place,bob_dylan
Buckets of moonbeams in my hand,bob_dylan
"Oh, oh- oh, oh- oh...",bob_dylan
And both shall row my love and I,bob_dylan
"Always be a man, not a boy gone astray.",bob_dylan
I hate myself for loving you and I'm glad the curtain fell.,bob_dylan
"When you are gone, I will dream a little dream as years go by",bob_dylan
"It's getting dark, too dark to see",bob_dylan
"Billy, you're so doggone far away from home",bob_dylan
"Deny, defy or crucify you.",bob_dylan
waitress/ he likes his women raw & with,bob_dylan
As I stepped to the stage to pick up my degree,bob_dylan
"Alberta, what's on your mind, Alberta, what's on your mind ?",bob_dylan
"Alberta, what's on your mind, Alberta, what's on your mind ?",bob_dylan
For she was once a true love of mine.,bob_dylan
You just stood there grinning,bob_dylan
I can't get no relief,bob_dylan
With all these promises you left for me,bob_dylan
I have yuh understand,bob_dylan
"We're going over yonder, cut the engines, change the sail",bob_dylan
"Well, if I go down dyin', you know she's bound to put a blanket on my bed",bob_dylan
Gone as the season she's taken.,bob_dylan
smokestacked,bob_dylan
He lived on the outside of town,bob_dylan
Ev'rybody's 'cept mine,bob_dylan
"Feeling funny in my mind, lord",bob_dylan
As time goes by,bob_dylan
I see my light come shining,bob_dylan
All or nothing at all,bob_dylan
Bye and bye,bob_dylan
,bob_dylan
'Neath the borderline,bob_dylan
Can I come home with you?,bob_dylan
And accept it that soon,bob_dylan
"Well, Polly, Pretty Polly, you guessed just about right",bob_dylan
I see your lips,bob_dylan
That Duquesne train gon' rock me night and day,bob_dylan
"Well, I'm a-walkin' down the road",bob_dylan
How's ev'ry thing in Heaven? I'd like to know,bob_dylan
"Babe, I'd even do that too",bob_dylan
"Well, our captain fell in love with a lady like a dove",bob_dylan
But there's no one that I know I'm sure that you'll forgive me,bob_dylan
Beyond here lies nothin',bob_dylan
I look into the eyes of my merciful friend,bob_dylan
I've stepped in the middle of seven sad forests,bob_dylan
"Ain't talking, just walking",bob_dylan
"Yes, and how many times must the cannon balls fly",bob_dylan
Flashing for the warriors whose strength is not to fight,bob_dylan
She said she would never forget,bob_dylan
"But if you got to go, it's all right",bob_dylan
My patron saint is a-fighting with a ghost,bob_dylan
I think of you in black and white,bob_dylan
Bye and bye,bob_dylan
Knock knock knockin' on Heaven's door,bob_dylan
You say you're lookin' for someone,bob_dylan
"Then said, ""what else you got left?""",bob_dylan
How your head feels under something like that,bob_dylan
I just don't know what I'm gonna do,bob_dylan
I always kind of wondered,bob_dylan
"Ever since I seen her smile, I ain't forgotten her eyes.",bob_dylan
"I got blood in my eyes for you, baby",bob_dylan
"Now, for recreation, we went on a tramp",bob_dylan
I traveled through east texas,bob_dylan
I must follow the sound,bob_dylan
"Ten thousand men dressed in oxford blue,",bob_dylan
Nothing about it that's sweet,bob_dylan
Falls down and dows not bend,bob_dylan
Well the Marshall now he beat that kid to a bloody pulp,bob_dylan
A co*k is crowing far away and another soldier's deep in prayer,bob_dylan
"You know, the streets are filled with vipers",bob_dylan
"Don't be a fool, don't be blind",bob_dylan
One rich man in ten with a satisfied mind.,bob_dylan
"But if you do right to me, baby,",bob_dylan
"Of looking your way, unless it's to say",bob_dylan
"Baby, please stop crying, stop crying, stop crying",bob_dylan
She looks nothing like that,bob_dylan
You got all the love honey baby,bob_dylan
You shoulda been on the river in 1910,bob_dylan
There is a ship and it sails on the sea,bob_dylan
When ya get half cra-zy from the august heat,bob_dylan
I hate that foolish game we played and the need that was expressed,bob_dylan
"Now and then there is a fool, a fool such as I.",bob_dylan
I feel I'm knocking on heaven's door,bob_dylan
They say that Pat Garrett's got your number,bob_dylan
All i really want to do,bob_dylan
syrup/ he has his mind set on becoming,bob_dylan
And the locusts sang off in the distance,bob_dylan
You keep me worried and bothered all of the time,bob_dylan
You keep me worried and bothered all of the time,bob_dylan
"Well, if you go when the snowflakes storm",bob_dylan
You got a lotta nerve,bob_dylan
"Businessmen, they drink my wine",bob_dylan
"But where are you tonight, sweet Marie ?",bob_dylan
Who came running to the deck,bob_dylan
"Haul on the bowline,"" we sang that melody",bob_dylan
"Well, when the pipeline gets broken and I'm lost on the river bridge",bob_dylan
"Through young summer's breeze, I stole her away",bob_dylan
chicken shacked,bob_dylan
With his wife and five children,bob_dylan
Somebody musta tol' 'em,bob_dylan
I believe i'm fixing to die,bob_dylan
And when two lovers woo,bob_dylan
From the west unto the east,bob_dylan
If it's love there is no in-between,bob_dylan
On you I'm casting my eye,bob_dylan
,bob_dylan
Some fat momma,bob_dylan
Baby can I come home with you?,bob_dylan
You'll be drenched to the bone.,bob_dylan
For I dug on your grave the best part of last night,bob_dylan
The summer kisses,bob_dylan
"You say I'm a gambler, you say I'm a pimp",bob_dylan
With my head in my hand,bob_dylan
Why did you trade Heaven for all these earthly things,bob_dylan
"Well, a dog's got his bone in the alley",bob_dylan
Her name that she had was Pretty Peggy-O,bob_dylan
If I don't enthuse,bob_dylan
Nothin' we can call our own,bob_dylan
"And then I ask myself, is this the end?",bob_dylan
I've been out in front of a dozen dead oceans,bob_dylan
Through this weary world of woe,bob_dylan
Before they're forever banned?,bob_dylan
Flashing for the refugees on the unarmed road of flight,bob_dylan
"But now morning is clear, it's like I ain't here",bob_dylan
"But if you got to go, go now",bob_dylan
He's always off somewhere when i need him most.,bob_dylan
When we were made of dreams.,bob_dylan
On you I'm casting my eye,bob_dylan
Knock knock knockin' on Heaven's door,bob_dylan
"Never weak but always strong,",bob_dylan
It was then that i got up to leave,bob_dylan
Under your brand new leopard-skin pillbox hat,bob_dylan
I was all right 'til I fell in love with you.,bob_dylan
If you ever made it through,bob_dylan
She had a face that could outshine the sun in the skies.,bob_dylan
I don't care what in the world you do.,bob_dylan
And we met Sergeant Napper and Corporal Vamp,bob_dylan
Where many martyrs fell,bob_dylan
The triangle tingles,bob_dylan
"Drummin' in the morning, in the evening they'll be coming for you.",bob_dylan
The disease of conceit.,bob_dylan
Just remember that d**h is not the end.,bob_dylan
As the dying gunfighter lay in the sun and gasped for his last breath,bob_dylan
"Some mother's child has gone astray, she can't find him anywhere",bob_dylan
Who've lost all ray of hope,bob_dylan
Heart of mine.,bob_dylan
"Hmm, once I was wadding in fortune and fame",bob_dylan
"I'll do right to you, too.",bob_dylan
That he needs you to test his inventions.,bob_dylan
"Baby, please stop crying, stop crying, stop crying",bob_dylan
And all the remnants of her recent past,bob_dylan
I can stand.,bob_dylan
They were driving the women just like they drove the men.,bob_dylan
Loaded deep as deep can be,bob_dylan
"Or on a frozen, rotted road",bob_dylan
"And the mercy that you showed to me, whoever would have guessed",bob_dylan
Now and then there's a fool such as I am over you,bob_dylan
[Chorus],bob_dylan
Sleep with one eye open when you slumber,bob_dylan
"Is, baby, be friends with you.",bob_dylan
a famous soldier,bob_dylan
Yeah the locusts sang such a sweet melody,bob_dylan
"Alberta, what's on your mind ?",bob_dylan
"Alberta, what's on your mind ?",bob_dylan
When the rivers freeze and summer ends,bob_dylan
To say you gota helping hand to lend,bob_dylan
Plowmen dig my earth,bob_dylan
"Well, I waited for you when I was half sick",bob_dylan
"Said, ""Boys, forget the whale",bob_dylan
Like all tough sailors do when they're far away at sea,bob_dylan
I'm all cracked up on the highway and in the water's edge,bob_dylan
"From her mother and sister, though close did they stay",bob_dylan
dressed in black,bob_dylan
And his cabin brokin' down.,bob_dylan
That I was doin' fine.,bob_dylan
"Well, i don't mind dying",bob_dylan
"They still say ""I love you""",bob_dylan
"Any day now, any day now",bob_dylan
Why begin then cry for something that might have been,bob_dylan
I'm paintin' the town,bob_dylan
,bob_dylan
Kissed my mouth one time,bob_dylan
"Yes, I'll do anything in this God-almighty world",bob_dylan
If your time to you,bob_dylan
She through her arms around him and she began to cry,bob_dylan
The sunburned hands,bob_dylan
But I ain't neither one,bob_dylan
I'm lookin' for a woman,bob_dylan
Where di you hide your Halo?,bob_dylan
"A cat, she's got nine lives",bob_dylan
"Well, what will your mother say, what will your mother say",bob_dylan
I guess,bob_dylan
"Well, I'm movin' after midnight",bob_dylan
"Memories linger, sad yet sweet",bob_dylan
I've been ten thousand miles in the mouth of a graveyard,bob_dylan
"Heart burning, still yearning",bob_dylan
"The answer, my friend, is blowin' in the wind",bob_dylan
An' for each an' ev'ry underdog soldier in the night,bob_dylan
She acts like we never met It's all new to me like some mystery,bob_dylan
Or else you gotta stay all night,bob_dylan
The spanish moon is rising on the hill,bob_dylan
"I walk alone through the shakin' street,",bob_dylan
I'm paintin' the town,bob_dylan
Knock knock knockin' on Heaven's door Mama put my guns in the ground,bob_dylan
To protect you an' defend you,bob_dylan
"But she said, ""don't forget,",bob_dylan
[Verse 2],bob_dylan
"Well, my house is on fire, burnin' to the sky",bob_dylan
Seen a shooting star tonight,bob_dylan
"I been good, I been good while I been waitin'",bob_dylan
"I went back home, put on my tie",bob_dylan
And a little wee drummer intending to camp,bob_dylan
And i know no one can sing the blues,bob_dylan
The music play slow,bob_dylan
"Ten thousand men on the move,",bob_dylan
There's a whole lot of hearts breaking tonight from the disease of conceit,bob_dylan
"Not the end, not the end",bob_dylan
Turn him loose let him go let him say he outdrew me fair and square,bob_dylan
But I can hear another drum beating for the dead that rise,bob_dylan
"You know, it ain't even safe no more",bob_dylan
Heart of mine go back home,bob_dylan
Everything that I dreamed of to get a start in lifes game,bob_dylan
Ya got to do unto others,bob_dylan
Can you please crawl out your window?,bob_dylan
"Baby, please stop crying",bob_dylan
Are scattered in the wild wind,bob_dylan
I been meek,bob_dylan
"Go down old hannah, don'cha rise no more",bob_dylan
But not as deep as the love I'm in,bob_dylan
With no one to complain to about your achin' feet.,bob_dylan
I went out on Lower Broadway and I felt that place within,bob_dylan
You taught me how to love and now you happened to be untrue,bob_dylan
"Knock, knock, knocking on heaven's door",bob_dylan
,bob_dylan
"No, and i ain't lookin' to fight with you,",bob_dylan
"man*script nitemare of cut throat high & low & behold the prophesying blind allegiance to law fox, monthly cupid & the intoxicating ghosts of dogma . . . nay & may the boatmen in bathrobes be banished forever & anointed into the shelves of alive hell, the unimaginative sleep, repitition without change & fat sheriffs who watch for doom in the mattress . . . hallaluyah & bossman of the hobos cometh & ordaining the spiritual gypsy davy camp now being infiltraded by foreign dictator, the pink FBI & the interrogating unknown failures of peacetime as holy & silver & blessed with the texture of kaleidoscope & the sandal girl . . . to dream of dancing pillhead virgins & wandering apollo at the pipe organ/ unscientific ramblers & the pretty things lucky & lifting their lips & handing down looks & regards from the shoulders of adam & eve's minstrel peekaboo . . . pa**ing on the chance to bludgeon the tough spirits & the deed holders into fishlike buffoons & yanking ye erratic purpose . . . surrendering to persuasion, the crime against people, that be ranked alongside murder & while doctors, teachers, bankers & sewer cleaners fight for their rights, they must now be horribly generous . . . & into the march now where tab hunter leads with his thunderbird/ pearl bailey stomps him against a buick & where poverty, a perfection of neptune's unused clients, plays hide & seek & escaping into the who goes there? & now's not the time to act silly, so wear your big boots & jump on the garbage clowns, the hourly rate & the enema men & where junior senators & goblins rip off tops of question marks & their wives make pies & go now & throw some pies in the face & ride the blinds & into aretha's religous thighs & movement find ye your nymph of no conscience & bombing out your young sensitive dignity just to see once & for all if there are holes & music in the universe & watch her tame the sea horse/ aretha, pegged by choir boys & other pearls of mamas as too gloomy a much of witchy & dont you know no happy songs",bob_dylan
"Oh, the locusts sang off in the distance",bob_dylan
"Alberta, don't you treat me unkind, Alberta, don't you treat me unkind ?",bob_dylan
"Alberta, don't you treat me unkind, Alberta, don't you treat me unkind ?",bob_dylan
Please see for me if she's wearing a coat so warm,bob_dylan
You just want to be on,bob_dylan
None of them along the line,bob_dylan
"Yes, I waited for you when you hated me",bob_dylan
Look on over yonder,bob_dylan
"""I think I'll call it America,"" I said as we hit land",bob_dylan
"And then she comes down a thruway, ready to sew me up with a thread",bob_dylan
Each one of them suffering from the failures of their day,bob_dylan
silver monkey,bob_dylan
You looked for work and money,bob_dylan
Oh you five and ten cent women,bob_dylan
But i hate to leave my children crying,bob_dylan
On that you can rely,bob_dylan
I shall be released,bob_dylan
No I'd rather have nothing at all,bob_dylan
Swinging my partner around,bob_dylan
"She got all the downtown boys, all at her command",bob_dylan
[Verse 2],bob_dylan
If you just let me come home with you,bob_dylan
Is worth savin',bob_dylan
She through her arms around him and she began to cry,bob_dylan
I used to hold,bob_dylan
Listen to that Duquesne whistle blowing,bob_dylan
Needs a worried man,bob_dylan
Where did you lose your wings?,bob_dylan
A millionaire's got a million dollars,bob_dylan
"What will your mother say, Pretty Peggy-O",bob_dylan
I've got the Christmas blues I've done my window shopping,bob_dylan
Down boulevards of broken cars,bob_dylan
And I think of the souls in heaven who will meet,bob_dylan
"And it's a hard, and it's a hard, it's a hard, and it's a hard",bob_dylan
No one on earth would ever know,bob_dylan
"The answer is blowin' in the wind Yes, and how many years can a mountain exist",bob_dylan
An' we gazed upon the chimes of freedom flashing,bob_dylan
It could even be like a myth,bob_dylan
It ain't that I'm questionin' you,bob_dylan
But my heart is a-tellin' me i love ya still.,bob_dylan
I'm a-listenin' to my heart beat,bob_dylan
Swinging my partner around,bob_dylan
I can't shoot them anymore,bob_dylan
"Whether you are right or wrong,",bob_dylan
Everybody must give something back,bob_dylan
"Well, you look so pretty in it",bob_dylan
"Well, I thought it would rain but the clouds pa**ed by",bob_dylan
And I thought of you,bob_dylan
"Maybe guilty of hesitatin', I just been holdin' on",bob_dylan
Gonna get that girl that money will buy,bob_dylan
For the day bein' pleasant and charming.,bob_dylan
Like blind willie mctell,bob_dylan
But farewell Angelina,bob_dylan
"Ten thousand men on the move,",bob_dylan
Whole lot of hearts shaking tonight from the disease of conceit,bob_dylan
Just remember that d**h is not the end.,bob_dylan
I want him to feel what it's like to every moment face his d**h.,bob_dylan
Whom nature's beast fears as they come and all I see are dark eyes.,bob_dylan
In the palace of the Pope.,bob_dylan
"You got no reason to wander, no reason to roam",bob_dylan
But suddenly it happened,bob_dylan
"Like you'd have them, like you'd have them, do unto you.",bob_dylan
Use your arms and legs it won't ruin you,bob_dylan
"You know, I know the sun will always shine",bob_dylan
She walks across the marble floor,bob_dylan
And hard like and oak,bob_dylan
Don't you rise up til judgment day's for sure,bob_dylan
I know not if I sink or swim,bob_dylan
Chorus:,bob_dylan
That hollow place where martyrs weep and angels play with sin.,bob_dylan
"I am a fool but I love you, dear, yes I will until the day I die.",bob_dylan
"Knock, knock, knocking on heaven's door",bob_dylan
,bob_dylan
"Frighten you or tighten you,",bob_dylan
the lawyer leading a pig on a leash,bob_dylan
"Yeah, the locusts sang and they were singing for me.",bob_dylan
,bob_dylan
,bob_dylan
To keep her from the howlin' winds.,bob_dylan
The side that's winning,bob_dylan
"Know what any of it is worth""",bob_dylan
"Well, I waited for you inside of the frozen traffic",bob_dylan
Cut the engines,bob_dylan
"I took a deep breath, I fell down, I could not stand",bob_dylan
"Well, if I go down dyin', you know she's bound to put a blanket on my bed",bob_dylan
With strings of guilt they tried hard to guide us.,bob_dylan
on her back,bob_dylan
And you walked a rugged mile,bob_dylan
With nothin' in your heads,bob_dylan
"Well, i look over yonder to that burying ground",bob_dylan
No matter what the future brings,bob_dylan
Down here next to me in this lonely crowd,bob_dylan
Please don't bring your lips so close to my cheek,bob_dylan
"Well, I know who I can depend on",bob_dylan
But you've got to watch her closely 'cause she ain't no woman,bob_dylan
"Well, I knew it this morning",bob_dylan
,bob_dylan
Then you better start swimmin',bob_dylan
I can't k** a woman that loves you such as I,bob_dylan
Since you went away,bob_dylan
Sounding like it's on a final run,bob_dylan
Just-a one kind favor I ask you,bob_dylan
