lyrics,artist_name
"Yo check this out! In life, you got your want to be's",eminem
"Yo, is the mic on?",eminem
Guess who's back,eminem
Ya'll know me still the same ol' g,eminem
Verse 1,eminem
"i knew i was treated the way-yay-yay-yay you, came to me said oh-no-no-yo-better run away, don't stand, or stay",eminem
"Holy whack unlyrical lyrics Andre, you're f**in' right!",eminem
Hi!,eminem
[em](aight),eminem
"Yea, yea, we back again, we doin' our sh**, yo",eminem
Came to the world at a time when in was in need of a villain,eminem
A lotta people ask me stupid f**ing questions,eminem
I dont know why this world keep turning,eminem
[Eminem],eminem
"[Operator] Thank you for waiting. Hello, may I help you",eminem
[Intro],eminem
"(Aight, aight...Uh...Slim Shady...Yo, yo, yo...)",eminem
"Woah, uh haydi ellerinizi havaya kaldırın",eminem
None of these sk**s you bout to see come free,eminem
It is mood music in a jugular vein,eminem
"So I got your message, I wish you would answer the f**in' phone",eminem
I can’t recall your laughter,eminem
You should discuss the potential benefits and risks of Revival with your doctor or clergyman. Revival is a non-injectable medication given through the ear can*l and is not intended for an*l use. Revival is a non-narcotic medication intended for daily use that can be taken with or without food.,eminem
Put your motherf**ing hands up and follow me!,eminem
"Irv Gotti, too much Bacardi in his body",eminem
"""Sponge""",eminem
The results of much too many d** what you're seeing,eminem
Looking for hookers to punch in the mouth with a roll of quarters,eminem
In Ecuador with Edward Norton,eminem
[d] eminem as dave,eminem
What goes up must come down.,eminem
"La da da, da da da, da da",eminem
On the side of a cliff in some hieroglyphics,eminem
"Yeah, Shady, Hahahaha",eminem
"Mind full of demons, I don't wanna hear them anymore",eminem
Now I'm pissed off,eminem
"Haha, alright, what do you think about, another grown a** man",eminem
got a feeling come here,eminem
"An a**hole, that role I think I succeed in fulfilling",eminem
I'm going to f**in' jail,eminem
"This is the bet shady 2.0 cypher, 2011",eminem
Ballin' Uncontrollably,eminem
Are like shooting stars,eminem
"Caught in a chase, 25 to life",eminem
There's no place to hide,eminem
[Eminem],eminem
Back n***a,eminem
"WAAAHHHOOOOOO , hahaha (laughs)",eminem
"turn me up,turn me",eminem
I map sh** out strategically,eminem
[puff]	bad boy baby,eminem
There you go,eminem
"You got your going to be's, and you got your has been's",eminem
"Check, check, check, a'ight, it's good, let's go on",eminem
Back again,eminem
But i been low key,eminem
"sometimes I just feel like, quittin,",eminem
[Eminem],eminem
"To the rap mobile, let's go!",eminem
"Original Bad Boy on the case, cover your face",eminem
[eminem] guess what? i ain't coming in yet...,eminem
"Word up, I wanna hear some fly sh**",eminem
"An a**hole, that role think I succeeded fulfillin'",eminem
A lotta people think that what I say on record,eminem
Round and round,eminem
Baby your da-da loves you (hey),eminem
[Ken Kaniff] Oh thank you. I need to make a collect call,eminem
"Baby, your dada loves you",eminem
"It's only fair to warn, I was born with a set of horns",eminem
Ve alkışlayın,eminem
"So you wanna be a sweet MC, you gotta become me",eminem
,eminem
Um...,eminem
The smoke of every single grasp,eminem
"Tell your doctor about all health conditions, including if you:",eminem
Everybody from the 313,eminem
Mouth like a 12 gauge shotty,eminem
"""Here""",eminem
"I'm a mindf**, completely dis-(gu-uh-uh)-sting",eminem
I'm meaner in action,eminem
"Eminem speaks out against Donald Trump on ""Campaign Speech""",eminem
[j] eminem as john,eminem
Anyone who comes up must go down.,eminem
"La da da, da da da, da da",eminem
This my admission to having violent psychotic wit,eminem
G G G G G G G G-Unit,eminem
"Got me heartbroken,fine, so many babies screaming",eminem
"Sit back, homie, relax",eminem
Living right upstairs from them?,eminem
Come here and show me,eminem
But don't think I ever stopped,eminem
'Cuz I'm gonna k** this b**h,eminem
"Myself, slaughterhouse, and yelawolf",eminem
B-ballin' Uncontrollably,eminem
"I could really use a wish right now (wish right now, wish right now)",eminem
[Verse 1],eminem
"You scream, ""Someone save me!""",eminem
"Better watch out, s**a now I gotcha where I want ya",eminem
Second rounds on me,eminem
guess who's back !?,eminem
"yeah'yeah i say-say this one for your sterio,turn me up,turn me up shout out s**y ladies",eminem
Timing is everything and that seems to be the key,eminem
[big] yeah.. yeah..,eminem
Yeah,eminem
Then you got your hustlers and hardcore,eminem
,eminem
Shady's back,eminem
"Hated on by most these n***as with no cheese, no deals and no g's",eminem
"I still might, why do I put up this fight, why do I still write,",eminem
"oh know, f*** me i didn't bunk the, man with the s*** hand, oh s*** you can f***** join my band, i don't have a stand to go through, remember me i'm slim shady, & you're just a little to lazy, to be my baby, go lady, i have work to do, twenty-twenty, go rent the, manny with no hanny, hands i mean lands, lands with his f***** bu*t, down legs and cluck, look at the time, the clock, don't blame me, i'm slim, blame it on him, 50 rent it, ''i don't have time emmy'', alright then, trengy i look like a fool, i'm so f***** cool, the way i dress, the way i jump in the pool, f*** someone else b**** or s** my f***** d***, ha ha, f*** all 'a' ya'll.",eminem
Marshall! Marshall!,eminem
"Came in the place blowed, and sprayed Puffy with Mase",eminem
I'll come in a minute,eminem
"You know what I'm sayin', some get high sh**",eminem
But don't think I ever stopped to think that I was speakin to children,eminem
Or what I talk about on a record,eminem
"But i wish it would stop, and let me off right now",eminem
And I'ma always be here for you (hey) no matter what happens,eminem
[Operator] What number?,eminem
And I'ma always be here for you no matter what happens,eminem
And metaphors attached to my damn umbilical cord,eminem
İleri geri çünkü,eminem
If you ever wanna be one see,eminem
,eminem
(Turn right),eminem
But ends of what’s left over,eminem
Have a history of confusion or poor judgment,eminem
"Put your motherf**ing hands up! Look, look...",eminem
And Ja said he should be,eminem
"""Wait he's convulsing!"" ""Ah""",eminem
"I'm (what), a human mutt f** a being I'm a dog",eminem
Than Rosco beating James Tarteenyer (?),eminem
Witness the metamorphosis,eminem
[r] eminem as ron,eminem
Might as well go for the gusto now.,eminem
"Aiyo, this next song is",eminem
"Devour, polish it, politics",eminem
[Eminem],eminem
Cause they seeing destruction before they a see human being,eminem
In fact grab a six pack,eminem
"Well, them two grown a** men living together on my nuts",eminem
This is where the beat is,eminem
To think I was speaking to children,eminem
Yo man,eminem
"White dog, get em!",eminem
[x4],eminem
Can we pretend that airplanes,eminem
I don't think she understands the sacrifices that I've made,eminem
But they don't pay no mind,eminem
"Onslaught, comin and I'm packin in my lunch up",eminem
Kuniva,eminem
"mommy , we're home",eminem
this right here is your,eminem
"To my success, it's worked for me repeatedly",eminem
"Junior m.a.f.i.a., yeah..",eminem
"Yo, yo",eminem
(Domingo),eminem
,eminem
Tell a friend Now everyone report to the dance floor,eminem
"No wheels and no keys no boats, no snowmobiles and no ski's",eminem
"sometimes it's hard enough just dealing with real life,",eminem
[50 Cent],eminem
b**hes and Gentleman!,eminem
"I laced the weed with insect repellant, better check the smelly",eminem
[eminem] ayo...this is my love song...it goes like this,eminem
"Word up, I wanna hear some white boy sh**, man",eminem
"Everything was happenin' so fast it was like I blinked, sold 3 million",eminem
That I actually do in real life or that I believe in it,eminem
Yes man,eminem
You're all I got in this world,eminem
[Ken Kaniff] Oh the number is 6-2,eminem
You're all I got in this world,eminem
Warlord of rap that'll bash you with a two by four board,eminem
Bu basit bir şey değil,eminem
"[Eminem:] Man what you know about a sweet MC, in the 313",eminem
,eminem
"No, I don't plan to reply to everybody who f**in' says something f**ed up about me",eminem
,eminem
Are allergic to tympanic stimulators,eminem
"Now, while he stands tough",eminem
The lost forgotten seed of 2Pac,eminem
"""He's convulsing!""",eminem
"f** lambs, I'm silencing 'em all",eminem
And smackin his back with vacuum cleaner attachments,eminem
Of a legend growin' like an expert swordsman,eminem
Chorus: repeat 2x,eminem
"Better not let up, better not let them breathe.",eminem
Dedicated to the memory of Erik Shrody,eminem
By the way I'm higher than the Eiffel Tower tip,eminem
Here we go again,eminem
"So they start smoking weed, we'll never get our day",eminem
Kick back while I kick facts,eminem
And that's you right above them,eminem
this is where its going,eminem
Everything was happening so fast,eminem
What?,eminem
[Verse 1: yelawolf],eminem
"Man, I got everything candy-painted",eminem
In the night skies,eminem
Maybe if this b**h had acted right I woulda stayed,eminem
"Goodnight, goodbye!",eminem
"Bunch of, missile launchers and a bunch of contra-",eminem
Cashis,eminem
"say hello to my little friends , DJ Muggs , Soul Assa**ins , Cypress Hill",eminem
song,eminem
"Let 'em diss you first, and respond immediately",eminem
[puff]	yeah.. b.i.g. 2000,eminem
Have you ever been hated or discriminated against?,eminem
Oh a line with fakes a time,eminem
,eminem
"To the dance floor, to the dance floor",eminem
Mad at me cause i can finally afford to provide my family with groceries,eminem
"sometimes I just wanna jump on stage and just k** mic's,",eminem
"look at man, look up, tell me why i'm trapped, don't go away i need ya' in da tub, it's so hot when you f*** the club, what am i sayin' yeah i'm playin', dr. dre's gone, now he's back, i mean shady, don't go crazy, we have work to do, work to do, don't go, baby stay, i have all the lady's they hot, smooth, i like it the way they touchin' me there, they don't get a hold of it, they making it better, my verse, on the verse, hold it, don't let go, babo",eminem
It's showtime!,eminem
"Eminem starts with E, better check the spelling",eminem
[eminem],eminem
"Yo, I wanna hear some Eminem, man",eminem
"Then it all went blank, all I remember is feelin' ridiculous cause I was getting sick of this feelin'",eminem
"Or if I say that I wanna k** somebody, that",eminem
As the world turns,eminem
I would never give you up for nothin,eminem
"[Operator] At the tone, please say your name",eminem
I would never give you up for nothing,eminem
And smash into your Honda Accord with a 4-door Ford,eminem
Bu biraderler Dirty Dozen'ı temsil ediyor,eminem
None of these sk**s you bout to see come free,eminem
So why don't you relax? Lean back and enjoy yourself,eminem
"But I will say this, I was reading some comments last night about, like, what people are f**in' saying about Revival",eminem
,eminem
Are pregnant or nursing,eminem
Notice that this man did not have his hands up,eminem
To lead this industry into the ways of the man,eminem
"""Oh my"" ""We're gonna have to shock him!""",eminem
I'm involved in murders forensic science couldn't solve,eminem
I grew up in the wild hood,eminem
From the Hessian war and,eminem
I never meant to give you mushrooms girl,eminem
Last shot give it all you got.,eminem
"Rest in peace, we ain't forget",eminem
"I like writing, but I will stick this pencil in your a**",eminem
[50 Cent],eminem
"Until we learn to pray, keep our families in shape",eminem
"Yeah Dre, sick track",eminem
Get the f** off them!,eminem
this is how i feel now,eminem
"It was like I blinked, sold three million",eminem
I don't know,eminem
Put these mutha****as in a box and I send em away,eminem
"Candy-painted tint, sh**'s so dark",eminem
Like shooting stars,eminem
But I've already wasted over half my life,eminem
[Verse 1],eminem
"-band, van full of ganja, now come on jump",eminem
Stat quo,eminem
"everybody , put your hands where my eyes can see",eminem
hop inside your car and,eminem
"In order to master the art of war, don't start a war",eminem
B.i.g. 2000 born again.. c'mon..,eminem
"I have, I've been protested and demonstrated against",eminem
"Fresh time, with sure more times",eminem
"(Eminem, Eminem, Eminem!)",eminem
Now everyone report to the dance floor,eminem
Got a crib with a studio and it's all full of tracks,eminem
"and show these people what my level of sk**'s like,",eminem
[CHORUS 2 X],eminem
"Hurry, hurry, step right up!",eminem
"with a capital, somebody grab me a Snapple",eminem
Back when mark walhberg was marky mark,eminem
Talkin' about all that sh** he be doin',eminem
"Like I'm always under attack, man I coulda' stacked my sh** list to the ceilin'",eminem
I'm actually gonna do it or that I believe in it,eminem
We all experience things in life,eminem
Nobody in this world is ever gonna keep you from me,eminem
"[Ken Kaniff] Kenneth Kaniff, from Connecticut. Automated piece of sh**",eminem
Nobody in this world is ever gonna keep you from me,eminem
But I'm more toward droppin' an acapella,eminem
Be F-R-O çift G'yim,eminem
"So you wanna be a sweet MC, you better become me",eminem
Until the coroner comes,eminem
And uhh,eminem
,eminem
Revival does not cause serious side effects including:,eminem
This Free World's got you ga**ed up,eminem
Follow me!,eminem
"""Oh my God!"" ""We're gonna have to shock him!""",eminem
Giant set of balls too big to buy a set of drawers,eminem
As a hazardous youth,eminem
Hence the origin of the Headless Horseman,eminem
I never meant to bring you to my world,eminem
"Try to turn me down b**h get f**ed with the volume nob,",eminem
"About you, you f**in' h*mo",eminem
"Before I write your sh**, pause, inhaling hella kush",eminem
Does it make you mad when I switch my flow?,eminem
Cause they all broke. and why do ghetto birds die,eminem
Perfect way to get back,eminem
[Bridge X2],eminem
think its worth showing,eminem
"Then it all went blank, all I remember",eminem
"I gotta really, really bad feelin' about this",eminem
Put em in a gray 'lac and pop the trunk,eminem
I'd be lying if I said I ain't hit,eminem
"I can really use a wish right now (wish right now, wish right now) (Dreamin', I'm fallin, dreamin', I'm fallin') Lets pretend like its 98, like I'm eating lunch off of Styrofoam trays",eminem
"I woulda laid down and died for you, I no longer cry for you",eminem
You're walking down a horror corridor,eminem
"Man stop, mashin Marshall on my gotcha",eminem
Bobby Creekwater,eminem
[ Eminem ],eminem
turn your radio on,eminem
"sh** not no more, we done scared em off, there are no more",eminem
Chorus: notorious b.i.g.,eminem
"Picket signs for my wicked rhymes, look at the times",eminem
Jimminy two time respect mine,eminem
"Let's go, come on",eminem
Alright stop,eminem
To add to the wall full of plaques,eminem
"but I'm still white, sometimes I just hate life,",eminem
,eminem
"Introducin' the star of our show, his name is",eminem
I got an aspirin capsule trapped in my adam's apple (hurry up!),eminem
This is how we used to make the party start,eminem
[Hook: Slim Shady],eminem
Women dishin' but really,eminem
"Well sh**, if you believe that, then I'll k** you",eminem
Trials and tribulations,eminem
I love you,eminem
[Eminem] Yo,eminem
I love you,eminem
To chop a fella into mozzarella worse than a helicopter propeller,eminem
Ve adamıma bakın,eminem
If you ever wanna be one see,eminem
"Yo, this Yahoo motherf**er, whatever the f** his name is, said I, literally said I rhymed ""rhymes"" with ""chimes""",eminem
And the lights in every broken,eminem
Fleem's syndrome,eminem
"Now, who's afraid of the Big Bad Wolf?",eminem
[Hook: Eminem],eminem
"""Oh my God!""",eminem
Might as well unzip my fly and let 'em fall to the floor,eminem
With a f**ed up childhood,eminem
Born with the endorphins of a pathetic orphan,eminem
Now you sitting in the corner crying,eminem
f** all you snobs.,eminem
We still remember,eminem
Us and Yelawolf like a heavy foot gas pedal push,eminem
You can't understand how I get my dough,eminem
"Before we learn to fly, some bodies else's child caught in guns",eminem
Wanna hear something wick-wack?,eminem
Run that sh** back DJ Whoo Kid!,eminem
You need not know,eminem
Is feeling ridiculous cause I was getting sick of this feeling,eminem
Man would you shut the f** up,eminem
"And throw em in the back, jack",eminem
at least nine of my friends,eminem
Trying to be the next rapper coming out the A,eminem
"No more pain, b**h, you took me for granted, took my heart and ran it",eminem
It's almost four in the morning and you're in a,eminem
Doin the cha-cha and the cucaracha with a quadra-,eminem
Obie Trice,eminem
"everywhere we go people know that we roll deep as f** , forty fifty Samoans , they knowin' when D-Bo was",eminem
repeat she blowing me kisses,eminem
Victims to stick I'm fixin to pick some and start sh**,eminem
"The weak or the strong, who got it goin on",eminem
Sick as the mind of the motherf**ing kid that's behind,eminem
Big click with breakfast and blacklist,eminem
Pajama time,eminem
Hangin' up in the office in back of my house like trophies,eminem
"something ain't right, hit the brake lights,",eminem
,eminem
Marshall!,eminem
"Somebody dropped me on my head, and I was sure",eminem
We used to mix hen' with bacardi dark,eminem
"You ain't into f**in' d**, f** you",eminem
Thinkin' if anyone ever talks to one of my little girls like this I would k** him,eminem
You know why? Cause I'm a criminal,eminem
That we all must go through,eminem
"C'mon Hai-Hai, we goin to the beach",eminem
"[Ken Kaniff] Hey there, co*k boy",eminem
[Verse 1],eminem
Got you locked in the cellar with your skeleton showing,eminem
"Adı şey ımm, ee",eminem
[Verse 1: Eye-Kyu],eminem
,eminem
"Blown our window screaming, laughing",eminem
Mild to disfiguring acne,eminem
"1, 2, 3, and to the 4; 1 Pac, 2 Pac, 3 Pac, 4",eminem
Come get me,eminem
"These are the results of a thousand electric volts,",eminem
Each thought's completely warped,eminem
That I used as an excuse,eminem
Endless sores and reservoir,eminem
And now it's my fault my fault,eminem
Hoes I hope all you rot.,eminem
There once was a man,eminem
"Felons, crooks, going door-to-door",eminem
50 Cent I'm on fire cause Shady said so,eminem
"Smoking weed, can all make a change",eminem
I got the same exact tat,eminem
Run that sh** back one more time!,eminem
you need not know,eminem
Like I am always under attack man,eminem
You always gotta bad feelin' man,eminem
"Ha, dig em a grave",eminem
"Plus, I got so much candy paint in my rims",eminem
"Hoping for a record deal, to re-know my pain",eminem
"Straight into the planet, into the dirt, I can no longer stand it",eminem
"Nightmare, it's horrible",eminem
"-plegic, boogeyin down to Frank Sinatra",eminem
What,eminem
"50 , Tweezy , Obie there won't be no hoe in us , they pop sh** like they gon' do sh** but no one does",eminem
she blowing me kisses im sitting and,eminem
I'm outta [repeat],eminem
You're dead wrong,eminem
"All this commotion, emotions run deep as oceans explodin'",eminem
War! War! War! War!,eminem
"Come here little kiddies, on my lap",eminem
But ya'll think i'm gonna let my dough freeze,eminem
"case of this stage fright, draw on the plane flight",eminem
,eminem
You wouldn't wanna be anywhere else in the world right now,eminem
"that my mother did it, but the b**h won't admit it was her",eminem
"And when it, kicks in you can hardly talk",eminem
"You don't do ecstasy, f** you",eminem
Guess I'm a little bit of a hypocrite when I'm rippin' sh** but since when did this many,eminem
[Hook],eminem
When someone wants to test us,eminem
Grab a couple of toys and let da-da strap you in the car seat,eminem
[Eminem] Who's this?,eminem
"C'mon Hai-Hai, we going to the beach",eminem
Developing anorexia while I'm standin' next to ya,eminem
[Verse 1: Eminem],eminem
"Yo some people say I'm whack, now if that's right",eminem
,eminem
I love to feel the course hang out,eminem
Brain problems,eminem
"4 Pac, 3 Pac, 2 Pac, 1",eminem
If you motherf**ers want Shady,eminem
"A neck with bolts ""Nurse we're losing him, check the pulse!""",eminem
"I'm like a walking, talking, Ouija board",eminem
And aint sh** changed,eminem
Of extension cords in dresser drawers,eminem
[eminem],eminem
Two bottles of luburdom and a box of condoms is that all you brought?,eminem
Who liked to jump around,eminem
"Like we selling books, Dolly Parton style, melons mushed",eminem
I'm on fire,eminem
"So I'm told, but I haven't seen the change unfold",eminem
That's on Nick's back,eminem
[Verse],eminem
you are damn gorgeous,eminem
I could have stacked my sh** list to the ceiling,eminem
That's her car right there,eminem
Put a brick inside that? when I put em in a page,eminem
Paint be flyin' off my car,eminem
Now lets pretend like I'm on the stage,eminem
Now my respect I demand it: I'mma take control of this relationship,eminem
"Right there's the coroner, waiting for you to",eminem
Lindsay to the Lohan naked while you let me watch ya,eminem
n***as didn't k** me,eminem
"from New York down to Texas , back up to Los Angeles , we've changed the way we move so man up if you can't adjust",eminem
reminiscing'thinking,eminem
Pictures to rip and sh** to throw darts at,eminem
"The weak or the strong, who got it goin on",eminem
Tempers flarin' from parents just blow 'em off and keep goin',eminem
"Vision, knocking you out motherf**er listen",eminem
Guess who's back with a brand new rap,eminem
"Ho please, you better bow down on both knees",eminem
"call but I might fall,",eminem
[Eminem],eminem
"So without further ado, I bring to you",eminem
I slit her stomach open with a scalpel when she was six months,eminem
"And by the, sixth gin you're gonna probably crawl",eminem
"You don't pop mushrooms, f** you",eminem
People ever give a sh** what I had to say it's just my opinion,eminem
I'm a criminal! Cause every time I write a rhyme,eminem
When someone tries our patience,eminem
Oh where's mama? She's takin a little nap in the trunk,eminem
[Ken Kaniff] This is Ken Kaniff,eminem
Grab a couple of toys and let Dada strap you in the car seat,eminem
"Eating a four course meal, watching you starve to d**h",eminem
"Slim Shady, beyin ölümü gerçekleşmiş Jim Brady gibidir",eminem
"I'm the freshest whack MC that you ever heard, in your lifetime",eminem
,eminem
This is our revival,eminem
"Male pattern baldness, most commonly in women",eminem
"You're Pac, he's Pac, no Pac, none",eminem
If Pac was still here now,eminem
"A kid who refused to respect adults,",eminem
"Speaking in tongues, I've never spoke this speech before",eminem
But kept the same mindstate,eminem
And deadbolts on the bedroom doors,eminem
I went to john's rave with ron and dave,eminem
"And you wanna minaj a trois, you twots?",eminem
(Jump around),eminem
"Now my b**h a dancer, I'm about as sick as cancer",eminem
Everybody's in a rush try to get the throne,eminem
"I keep hoping please, if you prefer to breathe",eminem
I'm obsessed now,eminem
"When I rhyme, somehow I think I must be subliminally throwing",eminem
georgeous as it goes,eminem
Women dish him but really thinking,eminem
Aight let me park,eminem
"Moving keys I can relate, cause I live in the cage",eminem
Be candy paintin' the neighborhood kids,eminem
And when my beat drops everybody goes insane (OK),eminem
"Command it, and I'mma be the boss of you now, goddammit",eminem
Turn the corner so he can corner ya,eminem
Who'da knew the buddah do to me what it's done,eminem
Now a n***as gon' get,eminem
"you may end up gettin' rushed by too many to handle us , it's funny I guess money does have its advantages",eminem
dreaming.,eminem
"Ain't got no more targets, sh** Irv and Jeff",eminem
You're dead wrong,eminem
"Not takin' nothin' from no one, give 'em hell long as I'm breathin'",eminem
Superstition can help you in this battle,eminem
And I don't mean rap,eminem
Who you think taught you to smoke trees,eminem
it aint my fault crying eye balls',eminem
"guys you thought, i'd be gone, shut up i'm done, f*** your tum, tom you're fun, fun, do i mean dum, go away, come back, i like the way you do it, 50 you were right, i like the way these girls touch me, as if i'm up three, don't wee, have more work to do, oh pee pee, don't go and cheat, i still have me, me, me me & you, having s*x in the bed, while the man with a dead bone head comes out, touching you're f***** s**y a**, & comes out sneekin' with the stinky a**whole, spit throat, don't blame me, oh again, i need the a.rays i mean play i need dre, he ain't here is he ''no!'', that's what i thought would happen, after my dog, took snoop dogg, nate dogg, and the womans pu**y, in to my d***, then what1 the hell, jay z on the t.v. singin' oh damn, he's so a racing. ok i just lost it, now i'm playing toy soldiers on the f***** bin, when i touch this bin, i will turn to steel, i'll be by the street mommy, by the way ma' i miss ya s-l-ut, come back, bring you're bu*t right here, we still have a new record to ruin through, oh & rades don't make, stratin' and tathen and rathen, to my brother Nathen, take it over, & Hailie don't let Kim draw the curtains.",eminem
Marshall!,eminem
"and said, ""I'm ready now b**h - ain't you feelin these kicks c*nt?""",eminem
"And you'll be, sick then and you'll probably barf",eminem
"If you don't wanna tab of acid, f** you",eminem
If it contradicts how I'm livin' put a dick in your rear-end,eminem
These people think it's a crime to tell 'em what's on my mind,eminem
[eminem],eminem
Oh that smell (whew!) da-da musta runned over a skunk,eminem
[Eminem] Who?,eminem
"Oh, where's Mama? She's taking a little nap in the trunk",eminem
"With an IV in your veins, feeding you liquid Darvocet",eminem
"Ben bi' M-80'im, sen ise bücürsün Lil Kim' gibi",eminem
My slick accapella sounds clever with the beats,eminem
"""s**er free, confidence high",eminem
,eminem
This guy ain't no motherf**ing MC,eminem
He would never ride with Ja,eminem
Wore spectacles with taped frames and a freckled nose.,eminem
"Hhem-delle-la, ennich-me-noughh-mi-niche-mick-norrf",eminem
Since the third time that I failed 9th grade,eminem
And s**ual torture kits kept in a separate storage bin,eminem
And met a new wave blonde babe with half of her head shaved,eminem
f** that I'd rather turn this club to a ballroom brawl.,eminem
But he got too old to jump up and down,eminem
"If you could swallow my style, you'd probably rip your pants up",eminem
I just get on the track and try to set the tone,eminem
Communities in need of people that will lead,eminem
"Oh gee, is that supposed to be me",eminem
Viagra at these f*gs that got these hard-ons for me,eminem
got your image in my mind,eminem
If anyone ever talks to one of my little girls like this I would k** him,eminem
Just park,eminem
"I throw up the a, I take em to school, I give them a grade",eminem
I got that whole block lookin' like it's Candyland,eminem
And everybody know my name (B.o.B),eminem
And what I mean is that I will no longer let you control me,eminem
"You're a goner, he's onto ya",eminem
Such cynicism when this isn't in my system,eminem
Peel my cap back,eminem
"and it isn't that we just think that we can't be touched , it's not like we're just feelin' ourselves that much",eminem
She blowing me kisses,eminem
"We done beat em to d**h, Benzino went deaf",eminem
[notorious b.i.g.],eminem
Keep kickin' a** in the mornin' and takin' names in the evenin',eminem
G's and sandles who surround you in all the angles,eminem
As in a new case of child molestation accusation,eminem
Who you think brought you the o' g's,eminem
"my insides crawl and I clam up,",eminem
[CHORUS X 4],eminem
You 'bout to witness hip hop in its,eminem
"The world ain't ready for me yet, I can tell",eminem
And my pre-diction is you're gonna probably fall,eminem
[Verse 1: Slim Shady],eminem
That's why every time you mention a lyric,eminem
I guess I'm a criminal! But I don't got to say a word,eminem
I hang with a bunch of hippies,eminem
Now I know what you're thinkin - it's kind of late to go swimmin,eminem
,eminem
"Oh, that smell? Dada must've runned over a skunk",eminem
Pumping you full of d**,eminem
"Haykırıyorum, Dirty Dozen",eminem
Boy I'm the deepest thing since potholes to ever hit the streets,eminem
"Such a breeze when I pen rhymes""",eminem
,eminem
I know everything he's 'bout to say against me,eminem
Na-na-na-na-na-na-na-na,eminem
"A corny lookin' white boy, scrawny and always ornery,",eminem
Have you ever experienced spirits in lyrics when you hear 'em,eminem
You probably think that I'm a negative person don't be so sure of it,eminem
Excellent boyfriend,eminem
A nurse aid who came to get laid and tied up,eminem
Get as rowdy as Routhlisberger in a bathroom stall.,eminem
(Up and down),eminem
If you could bottle my style and sell it to somebody,eminem
I ain't tryna use nobody as a steppin stone,eminem
"Keep your eyes open now, can only say I'll try",eminem
In the video with the goatee?,eminem
But I suppose anything goes when it comes to my flows,eminem
better start training,eminem
Guess I'm a little bit of a hypocrite,eminem
I'm parkin',eminem
"An easy e for effort, that's the wwa",eminem
"Ask about me, man, they be like, there go the candy man",eminem
And everywhere I go people wanna hear me sang,eminem
