,title,links,artist,song_lyric
10,Autumn Leaves,https://lyrics.az/bob-dylan/shadows-in-the-night/autumn-leaves.html,bob_dylan,"The falling leaves
Drift by the window
The autumn leaves
Of red and gold
I see your lips
The summer kisses
The sunburned hands
I used to hold
Since you went away



The days grow long
And soon I'll hear
Old winter's song
But I miss you most of all
My darling
When autumn leaves
Start to fall"
11,(I Heard That) Lonesome Whistle,https://lyrics.az/bob-dylan/folksingers-choice-radio-recording-nyc-january-13-1962/i-heard-that-lonesome-whistle.html,bob_dylan,blank
12,Crash on the Levee *,https://lyrics.az/bob-dylan/the-basement-tapes-raw-the-bootleg-series-vol-11/crash-on-the-levee.html,bob_dylan,blank
13,Duquesne Whistle,https://lyrics.az/bob-dylan/tempest/duquesne-whistle.html,bob_dylan,"[Verse 1]
Listen to that Duquesne whistle blowing
Blowing like it's gonna sweep my world away
I wanna stop at Carbondale and keep on going
That Duquesne train gon' rock me night and day
You say I'm a gambler, you say I'm a pimp
But I ain't neither one
Listen to that Duquesne whistle blowing
Sounding like it's on a final run
[Verse 2]
Listen to that Duquesne whistle blowing
Blowing like she never blowed before
Blue light blinking, red light glowing
Blowing like she's at my chamber door
You smiling through the fence at me
Just like you always smiled before
Listen to that Duquesne whistle blowing
Blowing like she ain't gon' blow no more
[Verse 3]
Can't you hear that Duquesne whistle blowing?
Blowing like the sky's gonna blow apart
You're the only thing alive that keeps me going
You're like a time bomb in my heart
I can hear a sweet voice steadily calling



Must be the mother of our Lord
Listen to that Duquesne whistle blowing
Blowing like my woman's on board
[Verse 4]
Listen to that Duquesne whistle blowing
Blowing like it's gon' blow my blues away
You old rascal, I know exactly where you're going
I'll lead you there myself at the break of day
I wake up every morning with that woman in my bed
Everybody telling me she's gone to my head
Listen to that Duquesne whistle blowing
Blowing like it's gon' k** me dead
[Verse 5]
Can't you hear that Duquesne whistle blowing?
Blowing through another no good town
The lights on my native land are glowing
I wonder if they'll know me next time 'round
I wonder if that old oak tree's still standing
That old oak tree, the one we used to climb
Listen to that Duquesne whistle blowing
Blowing like she's blowing right on time"
14,"Honey, Just Allow Me One More Chance",https://lyrics.az/bob-dylan/bob-dylan-in-concert-brandeis-university-1963/honey-just-allow-me-one-more-chance.html,bob_dylan,"Honey, just allow me one more chance
To get along with you
Honey, just allow me one more chance
Ah'll do anything with you
Well, I'm a-walkin' down the road
With my head in my hand
I'm lookin' for a woman
Needs a worried man
Just-a one kind favor I ask you
'Low me just-a one more chance
Honey, just allow me one more chance
To ride your aeroplane
Honey, just allow me one more chance
To ride your pa**enger train
Well, I've been lookin' all over



For a gal like you
I can't find nobody
So you'll have to do
Just-a one kind favor I ask you
'Low me just-a one more chance
Honey, just allow me one more chance
To get along with you
Honey, just allow me one more chance
Ah'll do anything with you
Well, lookin' for a woman
That ain't got no man
Is just lookin' for a needle
That is lost in the sand
Just-a one kind favor I ask you
'Low me just-a one more chance"
15,When Did You Leave Heaven,https://lyrics.az/bob-dylan/original-album-cla**ics-the-80s/when-did-you-leave-heaven.html,bob_dylan,"I used to dream about angels But then I never knew
That I'd ever meet one And such a sweet one
Till I met you
When did you leave heaven? How could they let you go?
How's ev'ry thing in Heaven? I'd like to know
Why did you trade Heaven for all these earthly things
Where di you hide your Halo?
Where did you lose your wings?
Have they missed you?
Can you get back in?
If Ikissed you would it be a sin?
I amonly human but you are so divine



When did you leave Heave, angel mine?
When did you leave heaven? How could they let you go?
How's ev'ry thing in Heaven? I'd like to know
Why did you trade Heaven for all these earthly things
Where di you hide your Halo?
Where did you lose your wings?
Have they missed you?
Can you get back in?
If Ikissed you would it be a sin?
I amonly human but you are so divine
When did you leave Heave, angel mine?"
16,All Over You,https://lyrics.az/bob-dylan/the-bootleg-series-vol-9-the-witmark-demos-1962-1964/all-over-you.html,bob_dylan,"[Verse 1]
Well, if I had to do it all over again
Babe, I'd do it all over you
And if I had to wait for ten thousand years
Babe, I'd even do that too
Well, a dog's got his bone in the alley
A cat, she's got nine lives
A millionaire's got a million dollars
King Saud's got four hundred wives
Well, ev'rybody's got somethin'
That they're looking' forward to
I'm looking' forward to when I can do it all again
And babe, I'll do it all over you
[Verse 2]
Well, if I had my way tomorrow or today
Babe, I'd run circles all around
I'd jump up in the wind, do a somersault and spin
I'd even dance a jig on the ground
Well, everybody gets their hour
Everybody gets their time
Little David when he picked up his pebbles
Even Sampson after he went blind
Well, everybody gets the chance
To do what they want to do
When my time arrives you better run for your life
'Cause babe, I'll do it all over you
[Verse 3]
Well, I don't need no money, I just need a day that's sunny



Baby, and my days are gonna come
And I grab me a pint, you know that I'm a giant
When you hear me yelling', “Fee-fi-fo-fum”
Well, you cut me like a jigsaw puzzle
You made me to a walk-in' wreck
Then you pushed my heart through my backbone
Then you knocked off my head from my neck
Well, if I'm ever stand-in' steady
A-doin' what I want to do
Well, I tell you little lover that you better run for cover
'Cause babe, I'll do it all over you
[Verse 4]
I'm just resting' at your gate so that I won't be late
And, momma, I'm a-just sitting' on the shelf
Look out your window fair and you'll see me squatting' there
Just a-fumblin' and a-mumbling' to myself
Well, after my cigarette's been smoked up
After all my liquor's been drunk
After my dreams are dreamed out
After all my thoughts have been sunk
Well, after I do some of these things
I'm gonna do what I have to do
And I tell you on the side, that you better run and hide
'Cause babe, I'll do it all over you"
17,Pretty Peggy - O,https://lyrics.az/bob-dylan/the-original-mono-recordings/pretty-peggy-o.html,bob_dylan,"I've been around this whole country
But I never yet found Fenneario.
Well, as we marched down, as we marched down
Well, as we marched down to Fennerio'
Well, our captain fell in love with a lady like a dove
Her name that she had was Pretty Peggy-O
Well, what will your mother say, what will your mother say
What will your mother say, Pretty Peggy-O
What will your mother say to know you're going away
You're never, never, never coming back-io ?
Come a-running down your stairs
Come a-running down your stairs
Come a-running down your stairs, Pretty Peggy-O



Come a-running down your stairs
Combing back your yellow hair
You're the prettiest darned girl I ever seen-io.
The lieutenant he has gone
The lieutenant he has gone
The lieutenant he has gone, Pretty Peggy-O
The lieutenant he has gone, long gone
He's a-riding down in Texas with the rodeo.
Well, our captain he is dead, our captain he is dead
Our captain he is dead, Pretty Peggy-O
Well, our captain he is dead, died for a maid
He's buried somewhere in Louisiana-O."
18,Christmas Blues,https://lyrics.az/bob-dylan/christmas-in-the-heart/christmas-blues.html,bob_dylan,"The jingle bells are jingling
The streets
Are white with snow
The happy crowds are mingling
But there's no one that I know I'm sure that you'll forgive me
If I don't enthuse
I guess
I've got the Christmas blues I've done my window shopping
There's not a store I've missed
But what's the use of stopping
When there's no one on your list You'll know the way I'm feeling
When you love and you lose
I guess
I've got the Christmas blues When somebody wants you
Somebody needs you
Christmas is a joy of joys



But friends when you're lonely
You'll find that it's only
A thing for little girls
And little boys May all your days be merry
Your seasons full of cheer
But 'til it's January
I'll just go and disappear
Oh Santa
May have brought you
Some stars for your shoes But Santa only brought me
The blues
Those brightly packaged
Tinsel covered
Christmas blues Oh Santa
May have brought you
Some stars for your shoes
But Santa only brought me
The blues
Those brightly packaged
Tinsel covered
Christmas blues"
19,Beyond Here Lies Nothin',https://lyrics.az/bob-dylan/together-through-life/beyond-here-lies-nothin.html,bob_dylan,"Oh well, I love you pretty baby
You're the only love I've ever known
Just as long as you stay with me
The whole world is my throne
Beyond here lies nothin'
Nothin' we can call our own
Well, I'm movin' after midnight
Down boulevards of broken cars
Don't know what I'd do without it
Without this love that we call ours
Beyond here lies nothin'
Nothin' but the moon and stars



Down every street there's a window
And every window's made of gla**
We'll keep on lovin' pretty baby
For as long as love will last
Beyond here lies nothin'
But the mountains of the past
Well, my ship is in the harbor
And the sails are spread
Listen to me, pretty baby
Lay your hand upon my head
Beyond here lies nothin'
Nothin' done and nothin' said"
20,'Cross The Green Mountain,https://lyrics.az/bob-dylan/the-bootleg-series-vol-8-tell-tale-signs/cross-the-green-mountain.html,bob_dylan,"I cross the green mountain, I slept by the stream
Heaven blazin' in my head, I dreamt a monstrous dream
Somethin' came up out of the sea
Swept through the land of the rich and the free
I look into the eyes of my merciful friend
And then I ask myself, is this the end?
Memories linger, sad yet sweet
And I think of the souls in heaven who will meet
Altars are burnin' with flames far and wide
The foe has crossed over from the other side
They tip their caps from the top of the hill
You can feel them come, more brave blood to spill
Along the dim Atlantic line
The ravaged land lies for miles behind
The light's comin' forward and the streets are broad
All must yield to the avengin' God
The world is old, the world is gray
Lessons of life can't be learned in a day
I watch and I wait and I listen while I stand
To the music that comes from a far better land
Close the eyes of our captain, peace may he know
His long night is done, the great leader is laid low
He was ready to fall, he was quick to defend
k**ed outright he was, by his own men
It's the last day's last hour of the last happy year



I feel that the unknown world is so near
Pride will vanish and glory will rot
But virtue lives and cannot be forgot
The bells of the evening have rung
There's blasphemy on every tongue
Let 'em say that I walked in fair nature's light
And that I was loyal to truth and to right
Serve God and be cheerful, look upward, beyond
Beyond the darkness of masks, the surprises of dawn
In the deep green gra**es of the blood stained wood
They never dreamed of surrenderin', they fell where they stood
Stars fell over Alabama, I saw each star
You're walkin' in dreams, whoever you are
Chilled are the skies, keen is the frost
The grounds froze hard and the morning is lost
A letter to mother came today
Gun shot wound to the breast is what it did say
But he'll be better soon, he's in a hospital bed
But he'll never be better, he's already dead
I'm ten miles outside the city and I'm lifted away
In an ancient light that is not of day
They were calm, they were blunt, we knew 'em all too well
We loved each other more than we ever dared to tell"
21,A Hard Rain's a - Gonna Fall,https://lyrics.az/bob-dylan/dylan-3cd/a-hard-rains-a-gonna-fall.html,bob_dylan,"Oh, where have you been, my blue-eyed son?
Oh, where have you been, my darling young one?
I've stumbled on the side of twelve misty mountains
I've walked and I've crawled on six crooked highways
I've stepped in the middle of seven sad forests
I've been out in front of a dozen dead oceans
I've been ten thousand miles in the mouth of a graveyard
And it's a hard, and it's a hard, it's a hard, and it's a hard
And it's a hard rain's a-gonna fall Oh, what did you see, my blue-eyed son?
Oh, what did you see, my darling young one?
I saw a newborn baby with wild wolves all around it
I saw a highway of diamonds with nobody on it
I saw a black branch with blood that kept drippin'
I saw a room full of men with their hammers a-bleedin'
I saw a white ladder all covered with water
I saw ten thousand talkers whose tongues were all broken
I saw guns and sharp swords in the hands of young children
And it's a hard, and it's a hard, it's a hard, it's a hard



And it's a hard rain's a-gonna fall And what did you hear, my blue-eyed son?
And what did you hear, my darling young one?
I heard the sound of a thunder, it roared out a warnin'
Heard the roar of a wave that could drown the whole world
Heard one person starve, I heard many people laughin'
Heard the song of a poet who died in the gutter
Heard the sound of a clown who cried in the alley
And it's a hard, and it's a hard, it's a hard, it's a hard
And it's a hard rain's a-gonna fall Oh, who did you meet, my blue-eyed son?
Who did you meet, my darling young one?
I met a young child beside a dead pony
I met a white man who walked a black dog
I met a young woman whose body was burning
I met a young girl, she gave me a rainbow
I met one man who was wounded in love
I met another man who was wounded with hatred
And it's a hard, it's a hard, it's a hard, it's a hard
It's a hard rain's a-gonna fall"
22,Ain't Talkin',https://lyrics.az/bob-dylan/modern-times/aint-talkin.html,bob_dylan,"As I walked out tonight in the mystic garden
The wounded flowers were dangling from the vine
I was pa**ing by yon cool crystal fountain
Someone hit me from behind
Ain't talking, just walking
Through this weary world of woe
Heart burning, still yearning
No one on earth would ever know
They say prayer has the power to heal
So pray for me, mother
In the human heart an evil spirit can dwell
I am trying to love my neighbor and do good unto others
But oh, mother, things ain't going well
Ain't talking, just walking
I'll burn that bridge before you can cross
Heart burning, still yearning
There'll be no mercy for you once you've lost
Now I'm all worn down by weeping
My eyes are filled with tears, my lips are dry
If I catch my opponents ever sleeping
I'll just slaughter them where they lie
Ain't talking, just walking
Through the world mysterious and vague
Heart burning, still yearning
Walking through the cities of the plague.
Well, the whole world is filled with speculation
The whole wide world which people say is round
They will tear your mind away from contemplation
They will jump on your misfortune when you're down
Ain't talking, just walking
Eating hog eyed grease in a hog eyed town.
Heart burning, still yearning
Some day you'll be glad to have me around.
They will crush you with wealth and power
Every waking moment you could crack
I'll make the most of one last extra hour 



I'll revenge my father's d**h then I'll step back
Ain't talking, just walking
Hand me down my walking cane.
Heart burning, still yearning
Got to get you out of my miserable brain.
All my loyal and my much-loved companions
They approve of me and share my code
I practice a faith that's been long abandoned
Ain't no altars on this long and lonesome road
Ain't talking, just walking
My mule is sick, my horse is blind.
Heart burning, still yearning
Thinking about that girl I left behind.
Well, it's bright in the heavens and the wheels are flying
Fame and honor never seem to fade
The fire gone out but the light is never dying
Who says I can't get heavenly aid?
Ain't talking, just walking
Carrying a dead man's shield
Heart burning, still yearning
Walking with an ache in my heel
The suffering is unending
Every nook and cranny has its tears
I'm not playing, I'm not pretending
I'm not nursing any superfluous fears
Ain't talking, just walking
Walking ever since the other night.
Heart burning, still yearning
Walking until I'm clean out of sight.
As I walked out in the mystic garden
On a hot summer day, a hot summer lawn
Excuse me, ma'am, I beg your pardon
There's no one here, the gardener is gone
Ain't talking, just walking
Up the road, around the bend.
Heart burning, still yearning
In the last outback at the world's end.
"
23,Blowing In The Wind,https://lyrics.az/bob-dylan/no-direction-home-the-soundtrack-the-bootleg-series-vol-7/blowing-in-the-wind.html,bob_dylan,"How many roads must a man walk down
Before you call him a man?
How many seas must a white dove sail
Before she sleeps in the sand?
Yes, and how many times must the cannon balls fly
Before they're forever banned?
The answer, my friend, is blowin' in the wind
The answer is blowin' in the wind Yes, and how many years can a mountain exist
Before it's washed to the sea?
Yes, and how many years can some people exist
Before they're allowed to be free?
Yes, and how many times can a man turn his head



And pretend that he just doesn't see?
The answer, my friend, is blowin' in the wind
The answer is blowin' in the wind Yes, and how many times must a man look up
Before he can see the sky?
Yes, and how many ears must one man have
Before he can hear people cry?
Yes, and how many d**hs will it take 'till he knows
That too many people have died?
The answer, my friend, is blowin' in the wind
The answer is blowin' in the wind"
24,Chimes of Freedom,https://lyrics.az/bob-dylan/the-bootleg-series-vol-7-no-direction-home-the-soundtrack/chimes-of-freedom.html,bob_dylan,"Far between sundown's finish an' midnight's broken toll
We ducked inside the doorway, thunder crashing
As majestic bells of bolts struck shadows in the sounds
Seeming to be the chimes of freedom flashing
Flashing for the warriors whose strength is not to fight
Flashing for the refugees on the unarmed road of flight
An' for each an' ev'ry underdog soldier in the night
An' we gazed upon the chimes of freedom flashing
Through the city's melted furnace, unexpectedly we watched
With faces hidden as the walls were tightening
As the echo of the wedding bells before the blowin' rain
Dissolved into the bells of the lightning
Tolling for the rebel, tolling for the rake
Tolling for the luckless, the abandoned an' forsakened
Tolling for the outcast, burnin' constantly at stake
An' we gazed upon the chimes of freedom flashing
Through the mad mystic hammering of the wild ripping hail
The sky cracked its poems in naked wonder
That the clinging of the church bells blew far into the breeze
Leaving only bells of lightning and its thunder
Striking for the gentle, striking for the kind
Striking for the guardians and protectors of the mind
An' the poet and the painter far behind his rightful time
An' we gazed upon the chimes of freedom flashing
In the wild cathedral evening the rain unraveled tales



For the disrobed faceless forms of no position
Tolling for the tongues with no place to bring their thoughts
All down in taken-for-granted situations
Tolling for the deaf an' blind, tolling for the mute
For the mistreated, mateless mother, the mistitled prostitute
For the misdemeanor outlaw, chaineded an' cheated by pursuit
An' we gazed upon the chimes of freedom flashing
Even though a cloud's white curtain in a far-off corner flared
An' the hypnotic splattered mist was slowly lifting
Electric light still struck like arrows, fired but for the ones
Condemned to drift or else be kept from drifting
Tolling for the searching ones, on their speechless, seeking trail
For the lonesome-hearted lovers with too personal a tale
An' for each unharmful, gentle soul misplaced inside a jail
An' we gazed upon the chimes of freedom flashing
Starry-eyed an' laughing as I recall when we were caught
Trapped by no track of hours for they hanged suspended
As we listened one last time an' we watched with one last look
Spellbound an' swallowed 'til the tolling ended
Tolling for the aching whose wounds cannot be nursed
For the countless confused, accused, misused, strung-out ones an' worse
An' for every hung-up person in the whole wide universe
An' we gazed upon the chimes of freedom flashing"
25,I Don't Believe You (She Acts Like We Never Met),https://lyrics.az/bob-dylan/bootleg-series-vol-6-bob-dylan-live-1964-concert-at-philharmonic-hall-sacd/i-dont-believe-you-she-acts-like-we-never-met.html,bob_dylan,"I can't understand, she let go of my hand
An' left me here facing the wall
I'd sure like to know, why she did go
But I can't get close to her at all Though we kissed through the wild blazing nighttime
She said she would never forget
But now morning is clear, it's like I ain't here
She acts like we never met It's all new to me like some mystery
It could even be like a myth
But it's hard to think on that she's the same one
That last night I was with From darkness, dreams are deserted
Am I still dreamin' yet?
I wish she'd unlock her voice once an' talk
'Stead of acting like we never met If she ain't feelin' well, then why don't she tell
'Stead of turnin' her back to my face?
Without any doubt, she seems too far out
For me to return to her chase Though her skirt it swayed as a guitar played



Her mouth was watery and wet
But now something has changed for she ain't the same
She just acts like we never have met If I didn't have to guess, I'd gladly confess
To anything I might've tried
If I was with her too long or have done something wrong
I'd wish she'd tell me what it is, I'll run an' hide Though the night ran swirling an' whirling
I remember her whispering yet
But evidently she don't, evidently she won't
She just acts like we never have met I'm leavin' today, I'll be on my way
Of this I can't say very much
But if you want me to, I can be just like you
An' pretend that we never have touched An' if anybody asks me, ""is it easy to forget?""
I'll say, ""it's easily done
You just pick anyone
An' pretend that you never have met"""
26,"If You Gotta Go, Go Now (Or Else You Got to Stay All Night)",https://lyrics.az/bob-dylan/the-bootleg-series-vol-6-live-1964-concert-at-philharmonic-hall/if-you-gotta-go-go-now-or-else-you-got-to-stay-all-night.html,bob_dylan,"Listen to me, baby
There's something you must see
I want to be with you, gal
If you wanna be with me
But if you got to go, it's all right
But if you got to go, go now
Or else you gotta stay all night
It ain't that I'm questionin' you
To take part in any quiz
It's just that I ain't got no watch
And you keep askin' me what time it is
So if you got to go, it's all right
But if you got to go, go now
Or else you gotta stay all night
I am just a poor boy, baby
Lookin' to connect
But I certainly don't want you thinkin'
That I ain't got any respect
So if you got to go, it's all right



But if you got to go, go now
Or else you gotta stay all night
You know I'd have a guilty conscience
And [Incomprehensible], too
If I kept you from anything
That you really wanted to do
So if you got to go, it's all right
But if you got to go, go now
Or else you gotta stay all night
It ain't that I'm wanting
Anything you never gave before
It's just that I'll be sleeping soon
It will be too dark for you to find the door
So you got to go, it's all right
But if you got to go, go now
Or else you gotta stay all night"
27,Abandoned Love,https://lyrics.az/bob-dylan/biograph/abandoned-love.html,bob_dylan,"I can hear the turning of the key
I've been deceived by the clown inside of me.
I thought that he was righteous but he's vain
Oh, something's a-telling me i wear the ball and chain.
My patron saint is a-fighting with a ghost
He's always off somewhere when i need him most.
The spanish moon is rising on the hill
But my heart is a-tellin' me i love ya still.
I come back to the town from the flaming moon
I see you in the streets, i begin to swoon.
I love to see you dress before the mirror
Won't you let me in your room one time 'fore i finally disappear?
Everybody's wearing a disguise
To hide what they've got left behind their eyes.
But me, i can't cover what i am
Wherever the children go i'll follow them.
I march in the parade of liberty



But as long as i love you i'm not free.
How long must i suffer such abuse
Won't you let me see you smile one time before i turn you loose?
I've given up the game, i've got to leave,
The pot of gold is only make-believe.
The treasure can't be found by men who search
Whose gods are dead and whose queens are in the church.
We sat in an empty theater and we kissed,
I asked ya please to cross me off-a your list.
My head tells me it's time to make a change
But my heart is telling me i love ya but you're strange.
One more time at midnight, near the wall
Take off your heavy make-up and your shawl.
Won't you descend from the throne, from where you sit?
Let me feel your love one more time before i abandon it.
"
28,Born In Time (live Version),https://lyrics.az/bob-dylan/bob-dylan-live-1961-2000/born-in-time-live-version.html,bob_dylan,"(first release, live version, february 1, 1998, new jersey center, new jersey)
One, two, a-one two three
In the lonely night
In the shadows of a pale moonlight
I think of you in black and white
When we were made of dreams.
I walk alone through the shakin' street,
I'm a-listenin' to my heart beat
In the record breaking heat
Where we were born in time.
Not one more night, not one more kiss,
Not this time, i'll have no more of this.
It's much too cruel, it's much too cool, way too revealing.
You came, you saw, just like the law
You married young, just like your ma,



Oh babe, how you left me reelin' with this feelin'.
Up on the rising curve
Where the ways of nature will test every nerve,
I held you close and got what i deserve
Where we were born in time.
You pressed me once, pressed me twice,
You hang the flame, but you'll pay the price.
Oh babe, and that fire is still smokin'.
You were snow, you were rain
You were striped, lord and you were plain,
Oh babe, truer words have never been spoken or broken.
In the hills of mystery,
In the foggy web of destiny,
You can have what's left of me,
Where we were born in time.
"
29,Bye & Bye,https://lyrics.az/bob-dylan/love-and-theft/bye-bye.html,bob_dylan,"Bye and bye
I'm breathin' a lover's sigh
Well, I'm sittin' on my watch so I can be on time
I'm singin' love's praises with sugar-coated rhyme
Bye and bye
On you I'm casting my eye
I'm paintin' the town
Swinging my partner around
Well, I know who I can depend on
I know who to trust
I'm watchin' the roads, I'm studying the dust
I'm paintin' the town
Making my last go-round
Well, I'm scufflin' and I'm shufflin'
And I'm walkin' on briars
I'm not even acquainted with my
Own desires
I'm rollin' slow



I'm doing all I know
I'm tellin' myself
I found true happiness
That I've still got a dream that hasn't been repossessed
I'm rollin' slow, goin' where the wild roses grow
Well the future
For me is already a thing of the past
You were my first love
And you will be my last
Papa gone mad, mamma, she's feeling sad
Mamma, she's feeling sad
Well, I'm gonna baptize you in fire so you can sin no more
I'm gonna establish my rule through civil war
Gonna make you see just how loyal and true a man can be"
